FORMATO DE REQUISICI…N,,,,,,,,,
BENEFIC,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0001,200,0.2,16,00/00/0000,ABATELENGUAS paq c/ 25 pzas,,,,$40.00
MAT0915,200,6.72,16,00/00/0000,cajas de  50 tirillas ractivas Accu chek ,,,,"$1,344.00"
MAT0588,300,0.65,16,00/00/0000,cajas de lacetas c/100,,,,$195.00
MED1066,60,10.8,0,00/00/0000,Dexametazona 8 mg / 2 ml ,,,,$648.00
MED4496,15,27,0,00/00/0000,Dextrocon de 50 ml (SOL GLUCOSADA AL 50%),,,,$405.00
MED0116,60,6,0,00/00/0000,Diclofenaco de 75 mg caja con 2ampulas ,,,,$360.00
MAT0484,400,1.1,16,00/00/0000,Gasa 10 x 10 esteril caja c/ 100 pzas,,,,$440.00
MED1041,75,3.833333333,0,00/00/0000,Metamizol caja con 3 ampulas,,,,$287.50
MED1044,100,0.5,0,00/00/0000,Paracetamol Caja con 10 tab ,,,,$50.00
MAT0776,10,14.2,16,00/00/0000,sabana de cajon ,,,,$142.00
MED0321,4,34.5,0,00/00/0000,Salbutamol En Spray ,,,,$138.00
MAT1176,20,11.65,0,00/00/0000,Solucion fisiologica de 250 ml ,,,,$233.00
MAT2044,18,11.65,0,00/00/0000,Solucion glucosada 5%  de 250 ml ,,,,$209.70
MAT2043,15,15,0,00/00/0000,Solucion glucosada 5%  de 500 ml ,,,,$225.00
MAT1012,20,5,16,00/00/0000,Vendas elasticas 10 cm ,,,,$100.00
MAT1013,30,8.5,16,00/00/0000,Vendas elasticas 15cm ,,,,$255.00
MAT1013,30,3.5,16,00/00/0000,Vendas elasticas 5 cm ,,,,$105.00
MAT4500,45,6.8,16,00/00/0000,Venopack de Normogotero ,,,,$306.00
MAT1134,5,19,16,00/00/0000,DERMOQRIT 500 ml,,,,$95.00
MED0060,20,49,0,00/00/0000,BUTILHIOSINA COMPUESTA 5ml  AMPULA,,,,$980.00
MED0119,20,4.7,0,00/00/0000,DIFENIDOL inyectable 2 ml   CAJA CON DOS AMPULAS,,,,$94.00
MED4411,45,5,0,00/00/0000,BUTILHIOSINA SIMPLE CAJA CON 3 AMPULAS,,,,$225.00
MAT1170,30,17,16,00/00/0000,CAMPOS ESTERILES ,,,,$510.00
MAT0042,4,22,16,00/00/0000,ALCOHOL FCO DE 920ml ,,,,$88.00
MAT0075,100,0.555,16,00/00/0000,CURIUTA REDONDO CAJA C/ 100 PZAS,,,,$55.50
MAT0349,200,0.21,16,00/00/0000,CURITA DE BANDA CAJA C/ 100 PZAS,,,,$42.00
MAT1119,12,9.9,16,00/00/0000,TERMOMETRO DE MERCURIO CAJA C/ 12 PZAS,,,,$118.80
MED4447,20,55.28571429,16,00/00/0000,PARCHES TRANSDERMICOS DE NITROGLICERINA ,,,,"$1,105.71"
MAT0628,3,219,16,00/00/0000,MICRODACYN  GALON  / 3  fracos pequenos ,,,,$657.00
MAT0907,12,17.91666667,16,00/00/0000,Sedasiva ,,,,$215.00
MED0189,25,40,0,00/00/0000,Hirocortizona de 100mg  / inyectable ,,,,"$1,000.00"
MED4463,2,226,16,00/00/0000,Cloruro de etilo  / spray ,,,,$452.00
MAT1124,2,13,16,00/00/0000,Sabana termica ,,,,$26.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,,,00/00/0000,,,,,$0.00
,,0,0,00/00/0000,,,0,SUBTOTAL,"$11,147.21"
,,0,0,00/00/0000,,,0,TOTAL,"$12,930.77"
