,,,,FORMATO DE REQUISICI…N,,,
,,,,(RAZON SOCIAL),,,
,,,,,,,
FOLIO:,,,,,,FECHA:,
,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,
,,,,,,,
,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,
,5,730,16,02/02/2016,GLUCOMETRO MARCA ACCU CHECK PERFORMA,,APS
,5,170,16,02/02/2016,TORUNDERO DE GASAS DE ISODINE 1 LTO,,APS
,5,3990,16,02/02/2016,ESTUCHE DE DIAGNOSTICO MARCA WELCH ALLYN,,APS
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
