,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,19-sep-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,1,1221,16,2016-09-23,"SOLOGLASS 2"" ROLLO",,,," $1,221.00 "
,1,2551,16,2016-09-23,"SOLOGLASS 5"" ROLLO",,,," $2,551.00 "
,1,1750,16,2016-09-23,"SOLOGLASS 3"" ROLLO",,,," $1,750.00 "
,1,2100,16,2016-09-23,"SOLOGLASS 4"" ROLLO",,,," $2,100.00 "
,1,190,16,2016-09-23,ISODINE ESPUMA GALON,,,, $190.00 
,40,5.95,16,2016-09-23,VENDA ELASTICA 15CM,,,, $238.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL," $8,050.00 "
,,,,,,,,IVA," $1,288.00 "
,,,,,,,,TOTAL," $9,338.00 "
,,,,,,,,,
