FORMATO DE REQUISICI?N,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
,,,,,,14-nov-16,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
,,,,,,ARTURO HEREDIA,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL,
,4,1202,16,14/11/2016,"DYNAGLASS PRELUDE FERULIZACION ROLLO 3"".",,,,"$2,242.00","          DYNAGLASS PRELUDE FERULIZACION ROLLO 3""."
,4,2217,16,14/11/2016,"DYNAGLASS PRELUDE FERULIZACION ROLLO 4"".",,,,"$3,650.00","          DYNAGLASS PRELUDE FERULIZACION ROLLO 4""."
,2,2717,16,14/11/2016,"DYNAGLASS PRELUDE FERULIZACION ROLLO 5"".",,,,"$12,150.00","          DYNAGLASS PRELUDE FERULIZACION ROLLO 5""."
,12,1920,16,14/11/2016,ELECTRODO PARCHE CAJA C/100,,,,"$1,160.00",          ELECTRODO PARCHE CAJA C/100
,25,594,16,14/11/2016,EQUIPO ESTERIL CIRUGIA UNIVERSAL AR.,,,, $-   ,          EQUIPO ESTERIL CIRUGIA UNIVERSAL AR.
,25,312.5,16,14/11/2016,EQUIPO ESTERIL PARA CIRUGIA MENOR,,,, $-   ,          EQUIPO ESTERIL PARA CIRUGIA MENOR
,100,6.88,16,14/11/2016,EQUIPO PARA VENOCLISIS NORMOGOTERO EST. DESECH.,,,, $-   ,          EQUIPO PARA VENOCLISIS NORMOGOTERO EST. DESECH.
,300,8.75,16,14/11/2016,ESPEJO VAGINAL DESECH.,,,, $-   ,          ESPEJO VAGINAL DESECH.
,2,5450,16,14/11/2016,ELECSYS ESTRADIOL II CALSET (LYO) Y TSH,,,, $-   ,ELECSYS ESTRADIOL II CALSET (LYO) Y TSH
,4,3477,16,14/11/2016,EMPTY 150 STRIPS OF 4 CUVETTES,,,, $-   ,EMPTY 150 STRIPS OF 4 CUVETTES
,3,12665,16,14/11/2016,E-CHECK (XE) 4X4.5MLX3 LOW/NORM/HIGH,,,, $-   ,E-CHECK (XE) 4X4.5MLX3 LOW/NORM/HIGH
,200,26.1,16,14/11/2016,FLEBOTEK QCO.NB VENOCLISIS,,,, $-   ,          FLEBOTEK QCO.NB VENOCLISIS
,80,30,16,14/11/2016,FUNDA P. MESA MAYO ESTERIL,,,, $-   ,          FUNDA P. MESA MAYO ESTERIL
,140,83,16,14/11/2016,GASA SECA 7.5X5CM.,,,, $-   ,          GASA SECA 7.5X5CM. 
,4,472.5,16,14/11/2016,GEL ULTRA PHONIC 4 LTS.,,,, $-   ,          GEL ULTRA PHONIC 4 LTS.
,24,94.5,16,14/11/2016,GEL ANTIBACTERIAL DE 1 L.,,,, $-   ,          GEL ANTIBACTERIAL DE 1 L.
,4,62.5,16,14/11/2016,"GORRO BLANCO REDONDO 21""",,,, $-   ,"          GORRO BLANCO REDONDO 21"" "
,3,62.5,16,14/11/2016,GORRO PARA CIRUJANO,,,, $-   ,          GORRO PARA CIRUJANO
,24,307,16,14/11/2016,"GUANTE P/CIRUJANO ESTERIL 6.5, 7 Y 7.5",,,, $-   ,"          GUANTE P/CIRUJANO ESTERIL 6.5, 7 Y 7.5"
,190,99,16,14/11/2016,GUANTE NO ESTERIL CH. ME. Y GD. C/100 PZAS.,,,, $-   ,          GUANTE NO ESTERIL CH. ME. Y GD. C/100 PZAS.
,4,14477,16,14/11/2016,"HBA1C TQ 3.150 TESTS, COBAS C 501",,,, $-   ,"HBA1C TQ 3.150 TESTS, COBAS C 501"
,5,245,16,14/11/2016,ISODINE ESPUMA GALON,,,, $-   ,          ISODINE ESPUMA GALON
,3,2809,16,14/11/2016,"ISE STANDARD LOW, MED, HIGH",,,, $-   ,"ISE STANDARD LOW, MED, HIGH"
,24,215.34,16,14/11/2016,JERINGA 10ML. 22X32 C/100 TERUMO,,,, $-   ,          JERINGA 10ML. 22X32 C/100 TERUMO
,12,352,16,14/11/2016,JERINGA 1ML.27X13 C/100 TERUMO,,,, $-   ,          JERINGA 1ML.27X13 C/100 TERUMO
,12,235,16,14/11/2016,JERINGA 1ML.29X13 C/100 TERUMO,,,, $-   ,          JERINGA 1ML.29X13 C/100 TERUMO
,12,235,16,14/11/2016,JERINGA 3ML 21X32 C/100 TERUMO,,,, $-   ,          JERINGA 3ML 21X32 C/100 TERUMO
,18,235,16,14/11/2016,JERINGA 3ML. 22X32 C/100 TERUMO,,,, $-   ,          JERINGA 3ML. 22X32 C/100 TERUMO
,8,221,16,14/11/2016,JERINGA HIP 3ML 23X25MM CAJA C/100,,,, $-   ,          JERINGA HIP 3ML 23X25MM CAJA C/100
,2,548,16,14/11/2016,LANCETAS ONE TOUCH C/25,,,, $-   ,          LANCETAS ONE TOUCH C/25
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,, $-   ,
,,,,,,,,SUBTOTAL,"$19,202.00",
,,,,,,,,IVA, $-   ,
,,,,,,,,TOTAL,"$19,202.00",
