,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,19,889,16,29/02/2016,BOTA WALKER MEDIANO,,,,"$16,891.00"
,17,889,16,29/02/2016,BOTA WALKER GRANDE,,,,"$15,113.00"
,13,889,16,29/02/2016,BOTA WALKER CHICA,,,,"$11,557.00"
,25,332,16,29/02/2016,FAJA LUMBOSACRA GRANDE,,,,"$8,300.00"
,18,332,16,29/02/2016,FAJA LUMBOSACRA MEDIANA,,,,"$5,976.00"
,30,155,16,29/02/2016,RODILLERA ABIERTA UNIVERSAL,,,,"$4,650.00"
,6,572,16,29/02/2016,"FERULA PARA RODILLA TRIPANEL 20""",,,,"$3,432.00"
,10,332,16,29/02/2016,FAJA LUMBOSACRA EXTRA GRANDE,,,,"$3,320.00"
,60,39.7,16,29/02/2016,COLLAR CERVICAL UNIVERSAL,,,,"$2,382.00"
,10,180,16,29/02/2016,TALONERA ANTI IMPACTO GRANDE,,,,"$1,800.00"
,10,153.4,16,29/02/2016,FERULA FISIOLOGICA PARA MUNECA MANO IZQ UNIVERSAL,,,,"$1,534.00"
,10,153.4,16,29/02/2016,FERULA FISIOLOGICA PARA MUNECA MANO DER UNIVERSAL,,,,"$1,534.00"
,4,352,16,29/02/2016,"FERULA PARA RODILLA TRIPANEL 16""",,,,"$1,408.00"
,7,180,16,29/02/2016,TALONERA ANTI IMPACTO MEDIANA,,,,"$1,260.00"
,2,620,16,29/02/2016,RODILLERA C/REFUERZOS  LATERAL  MED  ,,,,"$1,240.00"
,15,51,16,29/02/2016,CABESTRILLO GRANDE,,,,$765.00
,10,51,16,29/02/2016,CABESTRILLO MEDIANO,,,,$510.00
,1,194,16,29/02/2016,COLLARIN RIGIDO PHILADELPHIA CHICO,,,,$194.00
,1,194,16,29/02/2016,COLLARIN RIGIDO PHILADELPHIA GRANDE,,,,$194.00
,5,55,16,29/02/2016,COLLAR CERVICAL INFANTIL MED,,,,$275.00
,5,38.5,16,29/02/2016,FERULA PARA DEDO TIPO SOMBRILLA GRANDE,,,,$192.50
,1,194,16,29/02/2016,COLLARIN RIGIDO PHILADELPHIA MEDIANO,,,,$194.00
,1,5785,16,29/02/2016,RODILLERA  POST -OP  ,,,,"$5,785.00"
,5,332,16,29/02/2016,FAJA LUMBOSACRA CHICA,,,,"$1,660.00"
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
