,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,UBOLD,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED1012,200,6.9,0,2016-02-23,DEXAMETASONA  SOL. INY. 8 MG,,,,"$1,380.00"
MED1030,200,1,0,2016-02-23,IBUPROFENO  TAB. 400 MG,,,,$200.00
MED1032,200,3.666666667,0,2016-02-23,KETOROLACO AMP 30MG,,,,$733.33
MED1045,100,0.69,0,2016-02-23,KETOROLACO TAB. 10 MG,,,,$69.00
MED1088,100,0.45,0,2016-02-23,PARACETAMOL TAB. 500 MG,,,,$45.00
MED0066,100,0.216666667,0,2016-02-23,CAPTOPRIL C/30  TAB. 25mg,,,,$21.67
MED0115,200,6,0,2016-02-23,DICLOFENACO AMP 75 MG ,,,,"$1,200.00"
MED0167,8,146,0,2016-02-23,FURACIN POMADA (NITROFURAL) POMADA 85G.,,,,"$1,168.00"
MED0223,100,0.75,0,2016-02-23,LOPERAMIDA  TAB. 2 MG,,,,$75.00
MED0236,100,4,0,2016-02-23,AMPULAS METAMIZOL INYECTABLE  DE 2ML,,,,$400.00
EQU0004,3,305,16,2016-02-23,BAUMANOMETRO,,,,$915.00
MAT1016,24,3.4,16,2016-02-23,VENDA ELASTICA 5 CM,,,,$81.60
MAT1121,100,1.17,16,2016-02-23,GUANTES ESTERILES MEDIANOS,,,,$117.00
MAT1135,200,0.82,16,2016-02-23,GUANTES NO ESTERILES MEDIANOS ,,,,$164.00
MAT1164,100,5.4,16,2016-02-23,TIRAS REACTIVAS ACCU CHECK PERFORMA,,,,$540.00
MAT1172,200,1.55,16,2016-02-23,JERINGA 5 ML,,,,$310.00
MAT1190,100,2,16,2016-02-23,JERINGA 10ML.,,,,$200.00
MAT4071,12,11.66666667,16,2016-02-23,MICROPORE 2.50 cm ,,,,$140.00
MED0097,50,21.3,0,2016-02-23,CLORFENAMINA INYECTABLE,,,,"$1,065.00"
MED0228,100,0.36,0,2016-02-23,DINITRATO DE ISOSORBIDE TAB 5MG,,,,$36.00
MED4432,50,7.4,0,2016-02-23,Bonadoxina INY,,,,$370.00
MED4499,10,0.76,0,2016-02-23,DALMARI (FENITOINA SODICA),,,,$7.60
MED4502,6,13,0,2016-02-23,NAZIL OTICO (nafazolina ofteno gotas),,,,$78.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
