,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,16-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED4497,3,135,0,2016-11-22,BECLOMETASONA SPRAY ,,,, $405.00 
MED0066,180,0.22,0,2016-11-22,CAPTOPRIL 25MG TAB.C/30,,,, $39.60 
MED0092,3,25,0,2016-11-22,CLORAMFENICOL UNGUENTO TUBO 5 MG,,,, $75.00 
MED4464,3,12.2,0,2016-11-22,CLORANFENICOL SOL. OFT. ,,,, $36.60 
MED0116,150,5.1,0,2016-11-22,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,, $765.00 
MED1032,300,4.83,0,2016-11-22,KETOROLACO 30MG AMP.,,,," $1,449.00 "
MED0239,150,2.5,0,2016-11-22,METOCLOPRAMIDA 10MG/2ML SOL. INY.,,,, $375.00 
MED1063,3,39.9,0,2016-11-22,NORFENEFRINA SO. GOTAS FCO.10 MG 24 ML,,,, $119.70 
MED0287,6,30.5,0,2016-11-22,LIDOCAINA S/E 2% + S/EPINEFRINA // PATENTE,,,, $183.00 
MED1037,150,3.16,0,2016-11-22,RANITIDINA 50MG AMP.,,,, $474.00 
MED1038,100,0.38,0,2016-11-22,RANITIDINA 150MG TAB.C/20,,,, $38.00 
MED0321,3,32.5,0,2016-11-22,SALBUTAMOL 100MCG SPRAY,,,, $97.50 
MAT0010,100,3,0,2016-11-22,AGUA INYECTABLE 10CC,,,, $300.00 
MAT0209,24,11.65,0,2016-11-22,CLORURO DE SODIO 0.9% 250ML,,,, $279.60 
MAT0210,24,14.8,0,2016-11-22,CLORURO DE SODIO 0.9% 500ML,,,, $355.20 
MAT1099,48,17,0,2016-11-22,AGUA INYECTABLE 500 ML,,,, $816.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
