,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,29-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,600,1.6,16,2016-06-30,AGUJAS VACUTAINER 21GX1 1/2 (VERDE),,,, $960.00 
,400,1.6,16,2016-06-30,TUBOS VACUTAINER TAPON ROJO 6ML,,,, $640.00 
,600,1.6,16,2016-06-30,TUBOS VACUTAINER TAPON LILA 4ML,,,, $960.00 
,1000,0.8,16,2016-06-30,VASOS PARA MUESTRAS,,,, $800.00 
,300,6.37,16,2016-06-30,TIRAS MULTISTIX,,,," $1,911.00 "
,6,90,16,2016-06-30,SUEROS ANTI-A  FCO. 10ml   BIO RAD,,,, $540.00 
,6,90,16,2016-06-30,SUEROS ANTI-B   FCO. 10ml   BIO RAD,,,, $540.00 
,6,195,16,2016-06-30,SUEROS ANTI-D   FCO. 10ml   BIO RAD,,,," $1,170.00 "
,1,58.5,16,2016-06-30,DEXTROSOL 75 GR,,,, $58.50 
,500,0.26,16,2016-06-30,CUBREOBJETOS 22X22,,,, $130.00 
,250,0.47,16,2016-06-30,PORTA OBJETOS C/50 CORNIN,,,, $117.50 
,250,3.8,16,2016-06-30,PRUEBA DE EMBARAZO DE 200 MU/MI,,,, $950.00 
,500,12.5,16,2016-06-30,TIRAS ANFETAMINA ,,,," $6,250.00 "
,700,12.5,16,2016-06-30,TIRAS COCAINA,,,," $8,750.00 "
,700,12.5,16,2016-06-30,TIRAS MARIHUANA ,,,," $8,750.00 "
,50,12.5,16,2016-06-30,TIRAS METANFETAMINAS,,,, $625.00 
,50,12.5,16,2016-06-30,TIRAS MORFINA,,,, $625.00 
,75,37.8,16,2016-06-30,ANTIDOPING 3 PARAMETROS C/25,,,," $2,835.00 "
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $36,612.00 "
,,,,,,,,," $5,857.92 "
,,,,,,,,," $42,469.92 "
