FORMATO DE REQUISICI‡N,,,,,,,,,,
MEDICA GLOBAL ARSAIN SA DE CV,,,,,,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
19,,,,,,14-ago-15,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
REFORMA,,,,,,MARIANA LOPEZ,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,GEN/PAT,UNIDAD EMPAQUE,PRECIO UNIDAD EMPAQUE,
,1,14.85,16,2015-09-03,LIGAS DE HULE NO. 18 ,,,,,
,15,27.46,16,2015-09-03,CARPETA LEFORT TAM. CARTA,,,,,
,1,"55,56",16,2015-09-03,IDENTIFICADOR PARA LLAVES  ,,,,,
,3,39.94,16,2015-09-03,CINTA 3M 810 18 X 32 MAGICA,,,,,
,2,3.53,16,2015-09-03,CINTA JANEL 119 18 X 32 TRANSPARENTE ,,,,,
,3,15.49,16,2015-09-03,MARCADOR BEROL ESTERBROOK NEGRO PERMANENTE,,,,,
,4,8.12,16,2015-09-03,MARCADOR SHARPIE FINO NEGRO PERMANENTE,,,,,
,1,23.54,16,2015-09-03,CINTA TUK 179 48 X 150 CANELA ,,,,,
,2,23.54,16,2015-09-03,CINTA TUK 179 48 X 150 TRANSPARENTE,,,,,
,300,0.29,16,2015-09-03,SOBRE FORTEC ANTE COIN NOMINA ,,,,,
,50,0.78,16,2015-09-03,SOBRE FORTEC ANTE 1/2 CARTA 17 X 25 B16MG,,,,,
,50,1.03,16,2015-09-03,SOBRE FORTEC ANTE CTA 23 X 30.5 B23MG,,,,,
,20,0.31,16,2015-09-03,SOBRE FORTEC BCO OFI T/CORRESPONDENCIA ,,,,,
,30,0.28,16,2015-09-03,SOBRE FORTEC BCO CTA T/CORRESPONDENCIA ,,,,,
,7,8.79,16,2015-09-03,CUADERNO SCRIBE S7970 PROF 1R ESP 100H,,,,,
,20,39.84,16,2015-09-03,PAPELSPEED COPY CARTA C/500 ,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
