,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0304,80,3.16,0,2016-02-29,RANITIDINA AMP 50 MG,,,,$252.80
MED1012,100,2.16,0,2016-02-29,DEXAMETASONA  SOL. INY. 8 MG,,,,$216.00
MED1013,100,1.26,0,2016-02-29,BUTILHIOSINA / METAMISOL GRAGEAS,,,,$126.00
MED1014,120,3.833333333,0,2016-02-29,METAMIZOL SODICO 1GX2ML,,,,$460.00
MAT1177,15,15,0,2016-02-29,SOLUCION FISIOLOGICA 500ML,,,,$225.00
MAT4043,500,1.1,16,2016-02-29,GASAS 10X10 ESTERILES ,,,,$550.00
MAT4050,15,15,0,2016-02-29,SOLUCIUON  HARTMAN    500ML.,,,,$225.00
MAT4051,134,0.941176471,16,2016-02-29,Conos oticos,,,,$126.12
MAT4078,15,9.65,0,2016-02-29,Solucion Fisiologica de 100 ml,,,,$144.75
MED0043,50,39.6,0,2016-02-29,AVAPENA AMPS. DE 20 MG DE 2 ML CLOROPIRAMINA C/5,,,,"$1,980.00"
MED0065,99,6.1,0,2016-02-29,BROMURO DE BUTILHIOSCINA INY. 20MG/1ML C/3,,,,$603.90
MED0119,50,5,0,2016-02-29,DIFENIDOL AMP. 40 MG C/2,,,,$250.00
MAT0009,8,18.5,0,2016-02-29,AGUA P/ IRRIGACION 1000 CC,,,,$148.00
MAT0042,5,22,16,2016-02-29,ALCOHOL ETILICO DESNAT. 70 1LT,,,,$110.00
MAT0368,100,2.7,16,2016-02-29,ELECTRODOS,,,,$270.00
MAT0588,100,0.65,16,2016-02-29,LANCETA C/100 marca hergom,,,,$65.00
MAT0615,20,34.7,16,2016-02-29,MASCARILLA CON RESERVORIO ADULTO,,,,$694.00
MAT0926,2,52.2,16,2016-02-29,BOLSA DE ALGODON TORUNDAS ,,,,$104.40
MAT1119,5,9.9,16,2016-02-29,TERMOMETROS CLINICOS DE MERCURIO,,,,$49.50
MAT1171,300,1.38,16,2016-02-29,JERINGA DE 3ML,,,,$414.00
MAT1175,3,27,0,2016-02-29,Solucion Glucosa al 50%,,,,$81.00
MAT1176,15,11.65,0,2016-02-29,SOLUCION FISIOLOGICA 250ML.,,,,$174.75
MED4443,150,0.0901,0,2016-02-29,DICLOFENACO EN TABLETAS C/10TAB,,,,$13.52
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
