FORMATO DE REQUISICI?N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,23-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED0318,90,1.07,0,22/11/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL 50MG/3MG/300MG TAB.C/15,,,,$96.30
MED0017,100,1.49,0,22/11/2016,DICLOXACILINA 500MG CAP.C/20,,,,$149.00
MED4448,50,2.1,0,22/11/2016,BROMURO DE BUTILHIOSCINA 10MG GRAGEAS ,,,,$105.00
MED0061,100,8.33,0,22/11/2016,BROMURO DE BUTILHIOSCINA 20MG/1ML SOL INY.,,,,$833.00
MED4452,150,0.9,0,22/11/2016,CISAPRIDA 5 MG TABS C/30,,,,$135.00
MED4435,150,8.8,0,22/11/2016,CLOROPIRAMINA 25 MG C/20 TABLETAS,,,,"$1,320.00"
MED0097,150,21,0,22/11/2016,CLORHIDRATO DE CLORFENAMINA 10MG SOL. INY C/ 5,,,,"$3,150.00"
MED0101,10,11,0,22/11/2016,IPRATROPIO + SALBUTAMOL 50MG/2.5MG AMP.,,,,$110.00
MED1012,340,6.9,0,22/11/2016,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,,,"$2,346.00"
MED4443,120,0.47,0,22/11/2016,DICLOFENACO 100MG TAB.C/20,,,,$56.40
MED1008,4,17.5,0,22/11/2016,FENAGEL TUBO GEL 60 GR DICLOFENACO DIETILAMONIO,,,,$70.00
MED1020,90,0.33,0,22/11/2016,DIFENIDOL 25MG TAB.C/30,,,,$29.70
MED0138,60,2.85,0,22/11/2016,DUOFLEX 200 MG CARISOPODROL 200 MG DICLOFENACO 50 MG,,,,$171.00
MED0195,60,1.23,0,22/11/2016,IBUPROFENO 600 MG,,,,$73.80
MED0208,100,1.88,0,22/11/2016,ISORBID TABS. DE 5 MG 0 DINITRATO DE ISOSORBIDA C/20,,,,$188.00
MED1045,40,0.69,0,22/11/2016,KETOROLACO TAB. 10 MG C/10,,,,$27.60
MED0216,12,2.67,0,22/11/2016,KETOROLACO  TAB SUBLINGUAL  30MG  ,,,,$32.04
MED0226,60,0.8,0,22/11/2016,LORATADINA 10MG GRAGEAS C/20,,,,$40.00
MED0358,60,0.89,0,22/11/2016,MECLIZINA + PIRIDOXINA 25MG / 50 MG C/20 TAB.,,,,$53.40
MED1041,300,3.75,0,22/11/2016,METAMIZOL 2.5GR/5ML AMP.,,,,"$1,125.00"
MED4446,21,56,0,22/11/2016,TRINITRATO DE GLICERILO 5 MG PARCHES,,,,"$1,120.00"
MED1088,100,0.45,0,22/11/2016,PARACETAMOL 500MG TAB. C/10,,,,$45.00
MED1032,340,3.63,0,22/11/2016,KETOROLACO 30MG AMP.,,,,1642.2
MED1098,45,39,0,22/11/2016,CLOROPIRAMINA SOLUCION INYECTABLE 20 MG / 2 ML 5 AMPOLLETAS CON 2 ML,,,,
MED4464,5,12.3,0,22/11/2016,CLORANFENICOL SOL. OFT. ,,,,
MED1085,7,235,0,22/11/2016,CLORURO DE ETILO SPRAY ,,,,
MED0167,6,149,0,22/11/2016,FURACIN POMADA 85 GR.,,,,
MED0219,2,83.5,0,22/11/2016,LAV OFTENO 100 ML ACIDO BORICO BORAX ,,,,
MED0235,100,0.8,0,22/11/2016,METAMIZOL SODICO C/10 TABS,,,,
MED0285,10,4.1,0,22/11/2016,ADRENALINA 0.001G/1ML AMP. ,,,,
MED0321,4,32.5,0,22/11/2016,SALBUTAMOL 100MCG SPRAY,,,,
