FORMATO DE REQUISICI?N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,10-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
SAINAR LAS AMERICAS,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
 MAT0059 ,2,61,16,11/11/2016,ANTIBENZIL SOL. JABON,,,,$122.00
 MAT4575 ,40,0.9,16,11/11/2016,CURITAS C/20,,,,$36.00
 MAT4542 ,2,102,16,11/11/2016,ISODINE SOLUCION 120 ML,,,,$204.00
 MAT0574 ,100,1.3,16,11/11/2016,JERINGA 3ML (21X32),,,,$130.00
 MAT0575 ,100,1.48,16,11/11/2016,JERINGA 5CC (22X32),,,,$148.00
 MAT0905 ,12,18.33,16,11/11/2016,"TELA ADHESIVA 1""X5MTS",,,,$219.96
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL,$859.96
,,,,,,,,IVA, $-   
,,,,,,,,TOTAL,$859.96
