,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,500,28.74,0.16,2016-02-08,AMALGAMA EN CAPS. PREDOSIF. DE 600MG. BOTE,,,,"$14,370.00"
,1250,9.31,0.16,2016-02-08,ANESTESIA AL 2%,,,,"$11,637.50"
,3,48.84,0.16,2016-02-08,ANESTESIA TOPICA FCO. 30GR,,,,$146.52
,300,2.57,0.16,2016-02-08,BOLSAS DESECHABLES PARA PLACAS DENTAL NO. 2,,,,$771.00
,10,90.09,0.16,2016-02-08,EUGENOL FCO. C/30ML. QOM,,,,$900.90
,500,3.03,0.16,2016-02-08,EYECTORES DE SALIVA MONOJET,,,,"$1,515.00"
,70,29.6,0.16,2016-02-08,FRESA BASTAGO LARGO P/CIRUGIA NO. 702 JET,,,,"$2,072.00"
,50,22.02,0.16,2016-02-08,FRESA DE CARBURO DE ALTA VELOCIDAD NO. 331,,,,"$1,101.00"
,40,34.78,0.16,2016-02-08,FRESA DIAMANTE NO. 1062 TF11,,,,"$1,391.20"
,30,34.78,0.16,2016-02-08,FRESAS FORMA LLANTA,,,,"$1,043.40"
,150,0.69,0.16,2016-02-08,PANOS EXPRIMIDORES DE AMALGAMA C/50,,,,$103.50
,2,881.34,0.16,2016-02-08,SOL. DE LIMPIEZA PARA SISTEMA EVAC. BOTE,,,,"$1,762.68"
,2,624.75,0.16,2016-02-08,SOL. DESINFECTANTE Y ESTERILIZANTE SPOROX II GALON,,,,"$1,249.50"
,2,160.77,0.16,2016-02-08,SOL. PARA LIMPIAR EL AUTOCLAVE SPEED CLEAN MIDMARCK,,,,$321.54
,100,0.3,0.16,2016-02-08,TIRAS DE CELULOIDE,,,,$30.00
,500,0.62,0.16,2016-02-08,TOALLAS INTERDOBLADA SURTIDA,,,,$310.00
,5,1015.28,0.16,2016-02-08,TURBINAS PARA PIEZA DE MANO STARDENTAL,,,,"$5,076.40"
,2,282.41,0.16,2016-02-08,ULTRABLEND C/2 JERINGAS,,,,$564.82
,1000,0.44,0.16,2016-02-08,VASOS DESECHABLES,,,,$440.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
