,,,,FORMATO DE REQUISICI…N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,200,2.45,0,22/03/2016,AGUA INYECTABLE 10CC,,,,$490.00
,100,4.5,16,22/03/2016,GUANTES CAUCHO NO. 7 USO CIRUGIA,,,,$450.00
,100,4.5,16,22/03/2016,GUANTES CAUCHO NO. 8 USO CIRUGIA,,,,$450.00
,20,25,16,22/03/2016,MASCARILLA O2 ADULTO K-22 C/RESERVORIO,,,,$500.00
,10,25,16,22/03/2016,MASCARILLA O2 ADULTO K-22 S/RESERVORIO,,,,$250.00
,3,1750,16,22/03/2016,"SOLOGLASS 3"" ROLLO",,,,"$5,250.00"
,3,2100,16,22/03/2016,"SOLOGLASS 4"" ROLLO",,,,"$6,300.00"
,20,8.5,16,22/03/2016,TERMOMETRO ORAL CLINICO MERCURIAL,,,,$170.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
