,,,,FORMATO DE REQUISICI…N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
ENFERMERIAS,,,,,,27-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0454,1,518.5,16,24/06/2016,FOCO WELCH ALLYN 03400,,,,$518.50
MAT4552,2,545,16,24/06/2016,FOCO WELCH ALLYN 03900,,,,"$1,090.00"
MAT0895,48,15.08,16,24/06/2016,SUTURA NYLON 3,,,,$723.84
MAT0897,48,20.75,16,24/06/2016,SUTURA NYLON 5,,,,$996.00
MAT0916,10,5.4,16,24/06/2016,TIRAS REACTIVAS ( ACCU CHECK PERFOMA ),,,,$54.00
MAT4547,4,4.44,16,24/06/2016,ELECTRODOS 3M C/50,,,,$17.76
EQU040,3,305,16,24/06/2016,BAUMANOMETRO CON ESTETOSCOPIO MARCA HERGOM,,,,$915.00
MED1098,50,38.2,0,24/06/2016,CLOROPIRAMINA 20MG AMP.,,,,"$1,910.00"
MED0061,50,8.33,0,24/06/2016,BUTILHIOSCINA SOL INY 20 MG / 1ML C/3 AMP,,,,$416.50
MED0066,10,0.19,0,24/06/2016,CAPTOPRIL GI TABS DE 25 MG. TAB. CAPTOPRIL,,,,$1.90
MED0097,10,21,0,24/06/2016,CLOROTRIMETON CLORFENAMINA  SOL.INY DE 10 MG / ML C/5 AMP,,,,$210.00
MED0116,100,5.75,0,24/06/2016,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,,$575.00
MED1037,80,2.7,0,24/06/2016,RANITIDINA 50MG AMP.,,,,$216.00
MAT0569,200,1.69,16,24/06/2016,JERINGA 1CC (29X13),,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,,"$7,644.50"
,,,,,,,,,"$1,223.12"
