,,,,FORMATO DE REQUISICI…N,,,,,
,,,,benefic,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED0287,10,32.5,0,23/02/2016,PISACAINA S/EPINEFRINA F.A. 50 ML LIDOCAINA S/E 2%,,,,$325.00
MED1037,100,3.16,0,23/02/2016,RANITIDINA SOL. INY. 2 ML,,,,$316.00
MAT4028,50,11.65,0,23/02/2016,HARTMAN DE 250ML,,,,$582.50
MED0002,200,0.65,0,23/02/2016,ACIDO ACETILSALICILICO 500MG,,,,$130.00
MED0043,100,39.6,0,23/02/2016,AVAPENA AMPS. DE 20 MG DE 2 ML CLOROPIRAMINA C/5,,,,"$3,960.00"
MAT0002,500,0.2,16,23/02/2016,ABATELENGUAS C/25,,,,$100.00
MAT0009,6,18.5,0,23/02/2016,AGUA P/ IRRIGACION 1000 CC,,,,$111.00
MAT0201,12,16.5,16,23/02/2016,CINTA TRANSPORE 1,,,,$198.00
MAT0209,50,11.65,0,23/02/2016,SOL. FISIOL. CLORURO DE SODIO 0.9%/FRASCO 250 ML,,,,$582.50
MAT0210,20,15,0,23/02/2016,SOL. FISIOL. CLORURO DE SODIO 0.9% FCO 500ML,,,,$300.00
MAT0588,100,0.65,16,23/02/2016,LANCETA C/100,,,,$65.00
MAT0926,2,52.2,16,23/02/2016,BOLSA DE ALGODON TORUNDAS ,,,,$104.40
MAT1017,24,4.2,16,23/02/2016,VENDA ELASTICA 7 cm,,,,$100.80
MAT1159,200,2.42,0,23/02/2016,AGUA INYECTABLE 10 ML,,,,$484.00
MAT1171,200,1.38,16,23/02/2016,JERINGA DE 3ML,,,,$276.00
MAT1193,200,1.1,16,23/02/2016,GASAS ESTERIL 10X10,,,,$220.00
MAT1196,50,6.72,16,23/02/2016,TIRAS REACTIVAS ACCU-CHEK ACTIVE ,,,,$336.00
MAT4021,24,5,16,23/02/2016,Vendas 10 cm,,,,$120.00
MED1082,100,5.25,0,23/02/2016,DIFENIDOL INY,,,,$525.00
MED4500,4,34,0,23/02/2016,DIMETICONA  SUSPENSION aluminio magnesio y dimeticona,,,,$136.00
MAT4504,4,368.5,16,23/02/2016,FERULAS MOLDEABLES,,,,"$8,640.00"
MED4501,10,32,0,23/02/2016,LIDOCAINA 1%,,,,$320.00
MED4503,4,52,0,23/02/2016,NOREFENILEFRINA GOTAS ,,,,$208.00
MED4504,8,34,0,23/02/2016,OTIFAR GOTAS,,,,$272.00
MED4505,10,16.98,0,23/02/2016,PARACETAMOL JARABE ,,,,$169.80
MAT4505,12,20.83333333,16,23/02/2016,SUTURA NYLON DEL 0 ,,,,$250.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
