,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,1500,1.45,16,2016-02-23,AGUJAS VACUTAINER 21GX1 1/2 (VERDE),,,,"$2,175.00"
,10,84,16,2016-02-23,ANTIGENO PROTEUX OX-19 FCO. 5ML,,,,$840.00
,10,74,16,2016-02-23,"ANTIGENO TIFICO ""O"" FCO. 5ML",,,,$740.00
,6000,0.26,16,2016-02-23,CUBREOBJETOS 22X22,,,,"$1,560.00"
,200,6.2,16,2016-02-23,CULTURETTE BECTOR DICK,,,,"$1,240.00"
,80,231,16,2016-02-23,DENGUE NS1 +AB C/10 PRUEBAS RAPIDAS,,,,"$18,480.00"
,100,9.42,16,2016-02-23,PLACA D/AGAR MUELLER-HINTON,,,,$942.00
,200,11.81,16,2016-02-23,PLACA D/AGAR SAL-MANITOL,,,,"$2,362.00"
,350,11.92,16,2016-02-23,PLACA DE AGAR EMB,,,,"$4,172.00"
,100,14.98,16,2016-02-23,PLACA DE AGAR SANGRE,,,,"$1,498.00"
,100,14.98,16,2016-02-23,PLACA DE AGAR SANGRE CON AZIDA,,,,"$1,498.00"
,20,11.81,16,2016-02-23,PLACA DE AGAR XLD,,,,$236.20
,10,30.9,16,2016-02-23,PLACA DE BBL CHROMAGAR CANDIDA,,,,$309.00
,800,0.4,16,2016-02-23,PORTA OBJETOS C/50 CORNIN,,,,$320.00
,350,3.8,16,2016-02-23,PRUEBA DE EMBARAZO DE 200 MU/MI,,,,"$1,330.00"
,1140,26.4,16,2016-02-23,REACTIVO H.I.V. PRUEBAS RAPIDAS,,,,"$30,096.00"
,250,233.28,16,2016-02-23,REACTIVO PARA INFLUENZA A Y B,,,,"$58,320.00"
,2000,3.03,16,2016-02-23,RPR CAJA C/200 PRUEBAS,,,,"$6,060.00"
,4000,1.55,16,2016-02-23,TUBOS VACUTAINER TAPON LILA 4ML,,,,"$6,200.00"
,100,11.92,16,2016-02-23,PLACA DE AGAR THAYER-MARTIN PAQ. C/10 B.D.,,,,"$1,192.00"
,10,85.8,16,2016-02-23,SUEROS ANTI-A  FCO. 10ml   BIO RAD,,,,$858.00
,1,139.968,16,2016-02-23,SUEROS ANTI-AB  FCO. 10ml   BIO RAD,,,,$139.97
,10,85.8,16,2016-02-23,SUEROS ANTI-B   FCO. 10ml   BIO RAD,,,,$858.00
,10,195,16,2016-02-23,SUEROS ANTI-D   FCO. 10ml   BIO RAD,,,,"$1,950.00"
,25,38.976,16,2016-02-23,HELICOBACTER PYLORI (SUERO) ,,,,$974.40
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
