FORMATO DE REQUISICI…N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,29-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,900,21,0,29/11/2016,BROMURO DE BUTILHIOSCINA + METAMIZOL 20MG/25GR DE 5ML COMP. AMP.,,,,"$18,900.00"
,500,21,0,29/11/2016,CLORHIDRATO DE CLORFENAMINA 10MG SOL. INY C/ 5,,,,"$10,500.00"
,396,20.5,0,29/11/2016,HIDRASEC TAB 100 MG C/30,,,,"$8,118.00"
,300,14,0,29/11/2016,TRIBEDOCE COMPL B TIAMINA/ PIRIDOXINA/ CIANOCOBALAMIN INY C/3,,,,"$4,200.00"
,1400,2.85,0,29/11/2016,DUOFLEX 200 MG CARISOPODROL 200 MG DICLOFENACO 50 MG,,,,"$3,990.00"
,400,8.8,0,29/11/2016,CLOROPIRAMINA 25 MG C/20 TABLETAS,,,,"$3,520.00"
,1400,2.1,0,29/11/2016,FLEXIVER TABS 15 MG MELOXICAM C/10,,,,"$2,940.00"
,1300,2.2,0,29/11/2016,SAL DE UVAS PICOT C/50,,,,"$2,860.00"
,1400,1.9,0,29/11/2016,IBUPROFENO 800 MG/TABLETAS c/10,,,,"$2,660.00"
,1200,1.875,0,29/11/2016,GRANEODIN B 10 MG 4 BENZOCAINA ,,,,"$2,250.00"
,1400,1.49,0,29/11/2016,DICLOXACILINA 500MG CAP.C/20,,,,"$2,086.00"
,700,2.9,0,29/11/2016,BUTILHIOSINA / METAMISOL GRAGEAS 10 / MG 250 MG C/10,,,,"$2,030.00"
,1300,1.48,16,29/11/2016,JERINGA 5CC (22X32),,,,"$1,924.00"
,900,2.1,0,29/11/2016,NEXT TAB CAJA C/20TAB,,,,"$1,890.00"
,1300,1.23,0,29/11/2016,IBUPROFENO 600 MG,,,,"$1,599.00"
,1200,1.3,16,29/11/2016,JERINGA 3ML (22X32),,,,"$1,560.00"
,2000,0.69,0,29/11/2016,KETOROLACO TAB. 10 MG C/10,,,,"$1,380.00"
,240,5.7,0,29/11/2016,ROBAXGOLD C/24,,,,"$1,368.00"
,70,17.5,0,29/11/2016,FENAGEL TUBO GEL 60 GR DICLOFENACO DIETILAMONIO,,,,"$1,225.00"
,900,1.33,0,29/11/2016,AMOXICILINA 500 C/12 TABS,,,,"$1,197.00"
,400,2.7,0,29/11/2016,METOCARBAMOL/ MELOXICAM TAB C/10,,,,"$1,080.00"
,600,1.7,0,29/11/2016,CIPROFLOXACINO 500MG COMP.,,,,"$1,020.00"
,35,28.5,0,29/11/2016,HIDROCORTISONA CREMA 30 MG,,,,$997.50
,5,196,0,29/11/2016,TRITICUM VULGARE CREMA  ITALDERMOL  ,,,,$980.00
,1200,0.8,0,29/11/2016,LORATADINA 10MG GRAGEAS C/20,,,,$960.00
,800,1.13,0,29/11/2016,METACARBAMOL + PARACETAMOL 400/350MG TAB.,,,,$904.00
,1000,0.85,0,29/11/2016,IBUPROFENO TABS 400 MG IBUPROFENO,,,,$850.00
,144,5.63,0,29/11/2016,RIOPAN CAJA C/24 TABLETAS,,,,$810.72
,1000,0.73,0,29/11/2016,CLORFENAMINA COMPUESTA KY6 500MG,,,,$730.00
,300,2.1,0,29/11/2016,DESLORATADINA  C/30 5MG,,,,$630.00
,10,50,0,29/11/2016,VICK VAPORUB TARRO 50 GR,,,,$500.00
,4,43,0,29/11/2016,DIOLMEX POMADA,,,,$172.00
,48,2.5,0,29/11/2016,XL3 EXTREME ,,,,$120.00
,1500,0.18,16,29/11/2016,CURITA 100 PZS TRANSPIEL ANTISEPTIC,,,,$270.00
,900,3.63,0,29/11/2016,KETOROLACO 30MG AMP.,,,,"$3,267.00"
,20,149,0,29/11/2016,FURACIN POMADA 85 GR.,,,,"$2,980.00"
,100,39,0,29/11/2016,CLOROPIRAMINA SOLUCION INYECTABLE 20 MG / 2 ML 5 AMPOLLETAS CON 2 ML,,,,"$3,800.00"
,90,15.3,0,29/11/2016,"TAFIROL FLEX,300 MG /250M C/30.",,,,"$1,377.00"
,5,31.5,0,29/11/2016,NEOMICINA / GRAMIDICINA / POLIMIXINA B GOTAS OFTALMICAS ,,,,$157.50
