,,,,FORMATO DE REQUISICI?N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,18-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT1103,100,10.5,16,19/07/2016,APOSITO ESTERIL PIEZA,,,,"$1,050.00"
MAT0570,100,2,16,19/07/2016,JERINGA 10CC (22X32),,,,$200.00
MAT0573,200,1.3,16,19/07/2016,JERINGA 3ML (22X32),,,,$260.00
MAT0575,200,1.48,16,19/07/2016,JERINGA 5CC (22X32),,,,$296.00
MAT4524,2,384,16,19/07/2016,MASCARILLA  LARINGEA  3,,,,$768.00
EQU038,3,55,16,19/07/2016,TERMOMETRO DIGITAL,,,,$165.00
EQU044,1,170,16,19/07/2016,TORUNDERO DE ACERO INOX  1 LTO,,,,$170.00
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
