STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,
,3,,,,CLOBAZAM 10MG C/30 TAB.,581,,,
,15,,,,ATOMOXETINA 25MG C/14 CAP.,794,,,
,1,,,,GLATIRAMER 20MG/ML SOL. INY. C/28 JER. PRELLENADA,224,,,
,14,,,,PRAMIPEXOL 0.5MG C/30 TAB.,2411,,,
,20,,,,LAMOTRIGINA 25MG C/28 TAB. DISP.,709,,,
,14,,,,TRINITRATO DE GLICERILO 36MG x PARCHE (10MG/24 hrs C/7),2144,,,
,15,,,,LACTULOSA + PARAFINA LIQUIDA + PARAFINA BLANCA GEL ORAL FCO. C/150GR,2968,,,
,14,,,,ACIDO ACEXAMICO + NEOMICINA UNGUENTO 5GR/0.4GR EN 100GR TUBO C/40GR,727,,,
,14,,,,ITRACONAZOL + SECNIDAZOL C/12 CAP.,1370,,,
,14,,,,SUCRALFATO 1GR C/40 TAB.,2653,,,
,14,,,,LIDOCAINA + HIDROCORTISONA + SUBACETATO C/12 SUP.,896,,,
,15,,,,TRIMETOPRIMA + SULFAMETOXAZOL 40MG/200MG/5MG SUSP. FCO. C/120ML,2631,,,
,14,,,,DIFENIDOL 40MG/2ML SOL. INY. C/2 AMP.,273,,,
,15,,,,DESVENLAFAXINA 50MG C/28 COMP.,2905,,,
,13,,,,ANFEBUTAMONA 150MG LIB. PROL. C/30 TAB.,891,,,
,32,,,,FENTERMINA 15MG C/30 TAB.,2964,,,
,13,,,,BROMURO DE IPRATROPIO 20MCG SUSP. AEROSOL C/200 DOSIS EN 10ML,62,,,
,13,,,,ADAPALENE 1% CREMA C/30GR,1552,,,
,13,,,,LUTENIA + ZEAXANTINA SUPLEMENTO ALIMENTICIO DE LIB PROLONGADA 57GR C/60 TAB.,926,,,
,13,,,,LEVOCETIRIZINA GOTAS C/10ML,2736,,,
,10,,,,NEOMICINA + CAOLIN + PECTINA 36.65MG/500MG SUSP. C/75ML,2629,,,
,10,,,,KETOCONAZOL 200MG C/10 TAB.,2625,,,
,10,,,,DIPROPINATO DE BETAMETASONA + CALCIPOTRIOL 5MG/50MG TUBO UNGUENTO C/30GR,1026,,,
,13,,,,SULFADIACINA DE PLATA MICRONIZADA 1% CREMA TUBO C/30GR,67,,,
,13,,,,AMOXICILINA/ACIDO CLAVULANICO 200MG/285MG/5ML FCO. C/40ML,1852,,,
,12,,,,QUETIAPINA 300MG C/30 TAB. LIB PROL.,2353,,,
,13,,,,ATOMOXETINA 60MG C/14 CAP.,966,,,
,14,,,,BIMATOPROST GOTAS 0.03% SOL. OFT. C/3ML,1058,,,
,7,,,,PERFENAZINA 4MG C/30 TAB.,587,,,
,12,,,,POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES,623,,,
,12,,,,VALPROATO DE MAGNESIO 500MG C/20 TAB.,37,,,
,12,,,,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,1029,,,
,12,,,,FELODIPINO + METOPROLOL 5/47.5MG C/14 TAB.,1176,,,
,12,,,,ALLIUM CEPAE + ALANTOINA TUBO GEL C/20GR,528,,,
,12,,,,ONDANSETRON 8MG C/10 TAB.,2843,,,
,12,,,,DIMENHIDRINATO 50MG C/20 TAB.,2652,,,
,12,,,,NAFAZOLINA + HIPROMELOSA OFT. GOTAS FCO C/15ML,1007,,,
,12,,,,BIMATOPROST + TIMOLOL 0.03%/0.05% SOL. OFT. C/3ML,1793,,,
,12,,,,ATOMOXETINA 18MG C/14 CAP.,804,,,
,12,,,,CEFTIBUTEN 36MG/ML SUSP. FCO C/30ML,167,,,
,12,,,,LIOFILIZADO ESTANDARIZADO DE LISADO BACTERIANOS INFANTIL 3.5MGS. C/10 CAP.,135,,,
,12,,,,SULFATO DE AMANTADINA 100MG C/30 TAB.,703,,,
,5,,,,APIXABAN 2.5MG C/60 TAB.,3019,,,
,12,,,,VERAPAMILO 40MG C/30 TAB.,274,,,
,12,,,,ACETATO DE CALCIO + SULFATO DE ALUMINIO C/12 SOBRES,280,,,
,1,,,,ETRAVIRINA 100MG FCO. C/120 TAB.,2438,,,
,10,,,,DARBEPOETINA ALFA 300MCG JER. PRELLENADA,2984,,,
,5,,,,TOFACITINIB 5MG C/56 TAB.,3024,,,
,12,,,,OXCARBAZEPINA 600MG C/20 GRAGEAS,1724,,,
,12,,,,"ACIDO ASCORBICO + VITAMINA A + ERGOCALCIFERO VIT. A,C,D SOL. GOTAS C/15ML",2770,,,
,1,,,,LAMIVUDINA 150MG C/60 TAB.,994,,,
,15,,,,BROMURO DE TIOTROPIO C/30 CAP. + DISPOSITIVO DOSIFICADOR,2878,,,
,11,,,,SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS,2738,,,
,11,,,,HIDROSMINA 200MG C/20 CAP.,1730,,,
,11,,,,ISOCONAZOL TUBO CREMA C/40GR Y 7 APLICADORES,433,,,
,11,,,,VERALIPRIDA 100MG C/20 CAP.,4,,,
,11,,,,DOMPERIDONA SUSP. C/60ML,1011,,,
,11,,,,NIFEDIPINO 20MG LIB. PROL. C/28 COMP.,8,,,
,11,,,,IMIQUIMOD SOBRES 250MG AL 5% C/12 SOBRES,15,,,
,11,,,,OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.,1180,,,
,11,,,,CITICOLINA 500MG C/10 COMP.,2632,,,
,11,,,,PIPERIDOLATO 100MG C/30 GRAGEAS,258,,,
,11,,,,HIALUNARATO DE SODIO 4.0MG D.U. C/20 ENVASES DE 0.5ML,1112,,,
,11,,,,ISOCONAZOL 600MG C/1 OVULO,434,,,
,11,,,,ACIDO ASCORBICO + VITAMINA + VITAMINA C 1GR C/10 TAB.,2772,,,
,11,,,,CLINDAMICINA 300MG C/2ML AMP.,238,,,
,10,,,,MIRTAZAPINA 30MG C/12 TAB. DISP.,740,,,
,10,,,,OLOPATADINA 0.2% SOL. OFT. C/2.5ML,666,,,
,10,,,,MOXIFLOXACINO 0.5% SOL. OFT. FCO C/5ML,880,,,
,10,,,,LIOFILIZADO ESTANDARIZADO DE LISADOS BACTERIANOS CAPSULAS ADULTOS 7MG C/10 CAP.,1795,,,
,10,,,,DEXAMETASONA + FENILEFRINA SOL. OFT. FCO. C/10ML,1506,,,
,10,,,,NORFLOXACINO 400MG C/20 GRAGEAS,633,,,
,10,,,,PREDNISONA 50MG C/20 TAB.,689,,,
,10,,,,CINARIZINA 75MG ENV. C/60 TAB.,237,,,
,10,,,,YODOPUVIDONA BUCOFARINGEO SOL. FCO. C/120ML ,793,,,
,10,,,,PROPRANOLOL 20MG C/24 TAB.,2976,,,
,10,,,,CEFUROXIMA 500MG C/10 TAB.,1488,,,
,10,,,,BRINZOLAMIDA 1% SUSP. OFT. FCO. C/5ML,46,,,
,7,,,,BUPRENORFINA 30MG C/4 PARCHES (II),2758,,,
,10,,,,NEPAFENACO 1.0MG SOL. OFT. GOTAS C/5ML,2072,,,
,10,,,,VERAPAMILO 180MG C/15 TAB.,275,,,
,10,,,,TESTOSTERONA 250MG/1ML C/1 AMP.,2882,,,
,10,,,,SUPLEMENTO DE AMINOACIDOS Y CALORIAS POLVO SOBRE C/110GR,1733,,,
,10,,,,CLORMADINONA + MESTRANOL 2MG/80MCG C/21 TAB.,764,,,
,10,,,,MECLIZINA + PIRIDOXINA + LIDOCAINA C/1 AMP.,2841,,,
,9,,,,BROMHIDRATO DE GALANTAMINA 8MG C/14 CAP.,1587,,,
,3,,,,LEUPRORELINA 22.5MG C/1 AMP.,2911,,,
,9,,,,ACIDO POLIACRILICO GEL OFTALMICO TUBO C/10GR,879,,,
,1,,,,MALEATO DE ERGOMETRINA 0.2MG C/20 TAB.,344,,,
,2,,,,DEFERASIROX 500MG C/28 COMP.,2921,,,
,1,,,,TIROTROPINA ALFA 0.9MG/ML C/2 AMP. DE 10ML,2935,,,
,1,,,,DARUNAVIR 400MG C/60 TAB.,2986,,,
,1,,,,MARAVIROC 300MG C/60 TAB.,2993,,,
,9,,,,REPAGLINIDA 2MG C/30 COMP.,1042,,,
,9,,,,OXIMETAZOLINA + HIALURONATO DE SODIO OFTENO 1MG/0.125GR/0.5ML C/20 AMP.,1248,,,
,2,,,,GOSERELINA IMPLANTE CILINDRICO 3.6MG + JER. MONODOSICA,906,,,
,1,,,,CLORPROMAZINA 100MG C/20 COMP. (lll),2599,,,
,9,,,,TOLNAFTATO 1% SOL. FCO C/20ML,824,,,
,9,,,,DINITRATO DE ISOSORBIDA 5MG C/20 TAB.,2859,,,
,9,,,,VERAPAMILO + TRANDOLAPRIL 180MG/2MG LIB. PROL. C/15 TAB.,1567,,,
,10,,,,"NISTATINA 2,400,000UI SUSP. FCO. C/24ML",2846,,,
,9,,,,DEXAMETASONA + TOBRAMICINA UNGUENTO OFT. TUBO C/3.5GR,2676,,,
,9,,,,DILTIAZEM 180MG LIB. PROL. C/12 TAB.,2818,,,
,9,,,,DICLOXACILINA 250MG C/20 CAP.,85,,,
,10,,,,FLUTICASONA 250MCG FCO. PRESURIZADO C/60 DOSIS,360,,,
,8,,,,BUDESONIDA + FORMOTEROL 80MG/4.5MCG SPRAY,1782,,,
,10,,,,ACIDO VALPROICO 250MG C/30 CAP.,264,,,
,8,,,,ESTRADIOL + NORGESTREL 2MG/0.5MG C/21 GRAGEAS (11 BLANCAS Y 10 COLOR),682,,,
,8,,,,FLUTICASONA 0.5MG/2ML C/10 AMP.,1069,,,
,8,,,,MEDROXIPROGESTERONA 10MG C/10 TAB.,1555,,,
,8,,,,AMPICILINA 1GR I.M. C/1 AMP.,99,,,
,8,,,,METRONIDAZOL 5GR SUSP. C/120ML,1453,,,
,8,,,,EPLERENONA 25MG C/30 TAB.,445,,,
,8,,,,CINOSTAZOL 100MG C/30 TAB.,2949,,,
,8,,,,PREDNISOLONA 100MG SOL. FCO. C/100ML,388,,,
,8,,,,OXIBUTININA 100MG/100ML FCO C/120ML,614,,,
,8,,,,ERDOSTEINA SOL. C/90ML,2963,,,
,8,,,,FLEET FOSFOSODA SOL. ORAL C/45ML,2965,,,
,8,,,,FUROSEMIDA 20MG C/36 TAB.,484,,,
,8,,,,HIERRO DEXTRAN 100MG/2ML SOL. INY. C/3 AMP.,425,,,
,8,,,,TERAZOSINA 2MG ENV. C/20 TAB.,837,,,
,8,,,,SUBSALICILATO DE BISMUTO SUSP. FCO C/120ML,2868,,,
,10,,,,DESVENLAFAXINA 100ML C/28 COMP.,2899,,,
,7,,,,ARIPIPRAZOL 15MG C/10 TAB.,50,,,
,7,,,,MESALAZINA 1GR C/30 SOBRES GRANULADOS,1526,,,
,10,,,,MICONAZOL 2% TUBO GEL ORAL C/78GR,259,,,
,7,,,,LEVOCETIRIZINA SOL. INFANTIL C/150ML,2735,,,
,7,,,,DIGOXINA 0.25MG C/60 TAB.,2816,,,
,7,,,,RIMANTADINA 100MG C/14 CAP.,2393,,,
,7,,,,TRIBENOSIDO + LIDOCAINA 400MG C/5 SUP.,681,,,
,7,,,,MALEATO DE TIMOLOL SOL. OFT. 5% C/15ML,451,,,
,7,,,,FORMULA LACTEA DE TERMINO DE 0 A 6 (ETAPA 1) LATA C/350GR,2739,,,
,7,,,,ACICLOVIR COMPRIMIDOS 200MG C/25 COMP.,1424,,,
,8,,,,HIPROMELOSA SOL. OFT GOTAS C/15ML,1437,,,
,10,,,,ACETONIDO DE FLUOCINOLONA TUBO C/30GR,511,,,
,7,,,,OLANZAPINA 10MG C/14 TAB. DISPERSABLES,916,,,
,7,,,,LEVETIRACETAM SOL. 100MG C/150ML,2023,,,
,7,,,,DECANOATO DE FLUPENTIXOL 20MG C/1 AMP. DE 2ML (III),580,,,
,7,,,,ATOMOXETINA 40MG C/14 CAP.,807,,,
,7,,,,PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML,1099,,,
,10,,,,"INSULINA HUMANA RAPIDA 1,000UI FCO. C/10ML",2639,,,
,7,,,,RISPERIDONA 1MG/ML SOL. FCO. C/60ML,2139,,,
,7,,,,PEROXIDO DE BENZOILO 10% TUBO GEL C/60GR,115,,,
,7,,,,TEOFILINA 100MG C/20 CAP.,2831,,,
,10,,,,CLIOQUINOL TUBO CREMA 30GR,2791,,,
,6,,,,NEOCATE POLVO C/400GR,2454,,,
,6,,,,PARECOXIB SODICO 40MG/2ML INY. C/2 AMP.,1481,,,
,6,,,,ALTHERA POLVO LATA C/450GR,2019,,,
,6,,,,WARFARINA SODICA 5MG C/30 TAB.,196,,,
,6,,,,DROPROPIZINA JARABE C/120ML,2230,,,
,6,,,,NORFENILEFRINA SOL. GOTAS FCO. C/24ML,2,,,
,6,,,,CISAPRIDA FCO C/60ML,691,,,
,6,,,,SECNIDAZOL 500MG C/8 COMP.,553,,,
,6,,,,SALBUTAMOL 40MG/100ML JARABE FCO. C/60ML,759,,,
,6,,,,MEBENDAZOL 100MG C/6 TAB.,2600,,,
,3,,,,ROTIGOTINA 6MG C/14 PARCHES,2978,,,
,3,,,,GLIBENCLAMIDA + METFORMINA 5MG/1000MG C/40 TAB.,790,,,
,3,,,,MODAFINILO 200MG C/14 TAB.,2614,,,
,10,,,,BETAMETASONA PEDIATRICA  50MG GOTAS FCO. C/60ML,171,,,
,5,,,,PREDNISOLONA 10MG SUSP. OFT. C/5ML,784,,,
,3,,,,ACIDO SALICILICO + ACIDO LACTICO + SOL. 26%/15% FCO. C/15ML,3031,,,
,3,,,,HALOPERIDOL 2MG SOL. FCO. C/15ML,583,,,
,3,,,,CICLOPIROX CREMA CUTANEA 20GR,2730,,,
,3,,,,"PENICILINA CLEMIZOL + BENCILPENICILINA SODICA 1,000,000UI + 1 AMP. DE DILUYENTE",26,,,
,3,,,,MICONAZOL 400MG C/3 OVULOS,1904,,,
,3,,,,FENITOINA SODICA SUSP. C/237ML,2833,,,
,3,,,,CLORANFENICOL TUBO OFT. C/5GR,2674,,,
,3,,,,TRAVOPROST + TIMOLOL .04MG/1.0ML FCO.GOTERO C/2.5ML,2560,,,
,3,,,,BUDESONIDA 3MG C/50 CAP.,2904,,,
,3,,,,BICALUTAMIDA 50MG C/28 TAB.,2870,,,
,3,,,,BETAMETASONA LOCION FCO. SUSP. C/100ML,119,,,
,3,,,,DILTIAZEM 240MG C/10 TAB.,103,,,
,3,,,,CLINDAMICINA 75MG/5ML FCO. GRANULADO PARA 100ML,260,,,
,3,,,,TETRACICLINA 250MG C/16 CAP.,2832,,,
,3,,,,AMISULPRIDA 400MG C/7 TAB. ,788,,,
,35,,,,ADALIMUMAB 40MG JER. PRELLENEDA,2016,,,
,3,,,,ATOMOXETINA 10MG C/14 CAP.,1034,,,
,3,,,,GLICERINA + POLISORBAPO 1%/80al1% SOL. OFT. C/20 ENVASES UNIDOSIS DE 0.4ML,2251,,,
,3,,,,MESALAZINA 1GR C/14 SUP.,969,,,
,3,,,,FLUTICASONA 50MCG SPRAY C/120 DOSIS ,2491,,,
,2,,,,HIDROQUINONA SILICATO DE MAGNESIO 4% TUBO CREMA C/30GR,1091,,,
,2,,,,DEXPANTENOL 5% TUBO GEL C/10GR,1006,,,
,3,,,,ACIDO ACEXAMICO 5GR/100GR UNGUENTO TUBO C/40GR,726,,,
,2,,,,DIPROPIONATO DE BETAMETASONA Y FOSFATO D 5MG/2MG JER. PRELLENADA DE 1ML,2851,,,
,3,,,,COMPLEJO B SOL. INY. FCO. C/10ML,189,,,
,2,,,,HALOPERIDOL 10MG C/20 TAB.,1421,,,
,3,,,,ALFAMETILDOPA 250MG C/30 TAB.,426,,,
,2,,,,COLCHICINA 1MG C/20 TAB.,185,,,
,3,,,,PIRACETAM 800MG C/30 TAB.,971,,,
,3,,,,MOMETASONA 1% SOL. FCO. C/30ML,1660,,,
,2,,,,FOSFOMICINA 500MG C/12 CAP.,2242,,,
,2,,,,LIDOCAINA + PRILOCAINA CREMA C/30GR.,1210,,,
,2,,,,CLEBOPRIDA JBE. FCO. C/90ML,2671,,,
,2,,,,MESALAZINA 500MG C/10 SUP.,2970,,,
,2,,,,CITRATO DE SODIO + LAURILSULFOACETATO DE SODIO SUSP. CON 4 ENEMAS EN APLICADOR DESECHABLE DE 5,538,,,
,2,,,,ERITROMICINA 250MG/5ML SUSP. C/100ML,2564,,,
,3,,,,METRONIDAZOL 500MG C/10 OVULOS,2612,,,
,3,,,,NAFAZOLINA 5% SOL. OFT. GOTERO FCO. C/15ML ,2597,,,
,2,,,,LISURIDA 0.2MG C/28 TAB.,281,,,
,2,,,,SERENOA REPENS 160MG C/40 CAP.,860,,,
,2,,,,AZELASTINA SOL. OFT. 0.05% FCO. C/5ML,61,,,
,2,,,,HIALUNORATO DE SODIO + SULFATO DE CODROINTIN SOL. OFT.,1627,,,
,2,,,,CLORMADINONA 2MG C/20 TAB.,493,,,
,2,,,,TROMANTADINA TUBO GEL C/10GR,878,,,
