,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,AYH,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
178,,,,,,23-feb-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
AMERICAS,,,,,,ALEJANDRO,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,800,1.6,16,2016-03-01,AGUJA VACUTAINER ,,," $1,280.00 ",
,500,1.6,16,2016-03-01,TUBO ROJO,,, $800.00 ,
,700,1.6,16,2016-03-01,TUBO LILA,,," $1,120.00 ",
,100,1.75,16,2016-03-01,TUBOS CELESTES,,, $175.00 ,
,1000,0.8,16,2016-03-01,VASOS PARA MUESTRAS,,, $800.00 ,
,500,6.37,16,2016-03-01,TIRAS MULTISTIX,,," $3,185.00 ",
,1000,0.195,16,2016-03-01,PUNTILLAS AMARILLAS (100 uL),,, $195.00 ,
,4,90,16,2016-03-01,ANTI A,,, $360.00 ,
,4,90,16,2016-03-01,ANTI B,,, $360.00 ,
,2,195,16,2016-03-01,ANTI D,,, $390.00 ,
,100,0.26,16,2016-03-01,CUBREOBJETOS,,, $26.00 ,
,300,0.4,16,2016-03-01,PORTAOBJETOS,,, $120.00 ,
,500,12.5,16,2016-03-01,TIRAS ANFETAMINAS,,," $6,250.00 ",
,600,12.5,16,2016-03-01,TIRAS COCAINA,,," $7,500.00 ",
,600,12.5,16,2016-03-01,TIRAS MARIHUANA,,," $7,500.00 ",
,50,12.5,16,2016-03-01,TIRAS METANFETAMINAS,,, $625.00 ,
,50,12.5,16,2016-03-01,TIRAS MORFINA,,, $625.00 ,
,1,585,16,2016-03-01,KIT DE REACCIONES FEBRILES,,, $585.00 ,
,,,,,,,,,$0.00
