,,,,FORMATO DE REQUISICI…N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0014,6,11.8,16,28/03/2016,AGUA OXIGENADA 480 ML,,,,
MAT0042,10,22,16,28/03/2016,ALCOHOL ETILICO DESNAT. 70 1LT,,,,
EQU0004,2,285,16,28/03/2016,BAUMANOMETRO,,,,
MAT0926,3,52.5,16,28/03/2016,BOLSA DE ALGODON TORUNDAS ,,,,
MAT4043,100,1.1,16,28/03/2016,GASAS 10X10 ESTERILES ,,,,
MAT0603,3,28,16,28/03/2016,GEL LUBRICANTE ,,,,
MAT1121,100,1.2,16,28/03/2016,GUANTES ESTERILES MEDIANOS,,,,
MAT1135,200,0.97,16,28/03/2016,GUANTES NO ESTERIL MEDIANOS ,,,,
MAT0560,50,8.5,16,28/03/2016,JELCO 22 INTROCAN,,,,
MAT1171,300,1.54,16,28/03/2016,JERINGA 3ML,,,,
MAT1172,300,2.12,16,28/03/2016,JERINGA 5 ML,,,,
MAT4079,2,52,16,28/03/2016,LAMPARA DE REFLEJO PUPILAR ,,,,
MAT0588,300,0.65,16,28/03/2016,LANCETA HERGOM,,,,
MAT0615,50,34.7,16,28/03/2016,MASCARILLA CON RESERVORIO ADULTO,,,,
MAT4058,50,16.5,16,28/03/2016,MUTICAMPO PLANO,,,,
MAT0895,24,20.83,16,28/03/2016,NYLON 3-0,,,,
PAP0086,16,24.5,16,28/03/2016,PILA AAA OXIMETRO,,,,$392.00
MAT0670,10,70,16,28/03/2016,PILAS 2032 TERMOMETRO,,,,$700.00
MAT1145,3,790,16,28/03/2016,PULSOXIMETRO,,,,"$2,370.00"
EQU038,2,65,16,28/03/2016,TERMOMETRO DIGITAL,,,,$130.00
MAT4069,7,50,16,28/03/2016,TIJERAS DE USO RUDO,,,,$350.00
MAT1164,100,6.72,16,28/03/2016,TIRAS REACTIVAS ACCU CHECK PERFORMA,,,,$672.00
MAT1196,150,6.72,16,28/03/2016,TIRAS REACTIVAS ACCU-CHEK ACTIVE ,,,,"$1,008.00"
LAB0040,1,202,16,28/03/2016,TORNIQUETES DE LIGA ,,,,$202.00
MAT4502,12,11.5,16,28/03/2016,VENDA ELASTICA 20 CM,,,,$138.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
