,,,,,,,OC  ,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,SERVICIO MEDICOS DE EMERGENCIA,,,,,,,
,,,,,,,REQ. DICIEMBRE,,,,,
FECHA: ,,15-nov-16,,,,,,,,,,
LUGAR DE ENTREGA: ,,ISSSTELEON / LUIS REZA,,,,,,,,,,
PROVEEDOR:,,,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO UNITARIO,IMPUESTO,FECHA,DESCRIPCION,,UNIDAD EMPAQUE,PRECIO UNIDAD EMPAQUE,"SUB-TOTAL
IVA",,,"SUB-TOTAL
SIN IVA"
,30,112,16,15/11/2016,BOLSA RECEPTAL DE 3LTS,,,,,,,"$3,360.00"
,30,16,16,15/11/2016,CANULA YANKAUER SIN TUBO,,,,,,,$480.00
,20,105,16,15/11/2016,AGUJA 18 P/EPIDURAL,,,,,,,"$2,100.00"
,24,115.28,16,15/11/2016,MONOSYN 3-0 70 CM CORTANTE C0023215,,,,,,,"$2,766.72"
,36,115.28,16,15/11/2016,MONOSYN QUICK 3-0 C0025043,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,MONOSYN QUICK 4-0 C0025029,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,MONOSYN QUICK 5-0,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,MONOSYN QUICK 6-0,,,,,,,"$4,150.08"
,50,153,16,15/11/2016,PUNTAS PARA ELECTROCAUTERIO FINAS ,,,,,,,"$7,650.00"
,2,228,16,15/11/2016,ROLLO DE PAPEL ESTRASA,,,,,,,$456.00
,72,115.28,16,15/11/2016,SAFIL 2-0 C1048042 HR26 AGUJA REDONDA,,,,,,,"$8,300.16"
,36,115.28,16,15/11/2016,SAFIL 3/0 19MM / 70CM C1049421 C,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,SAFIL 3-0 24MM / 70CM C1048235 C,,,,,,,"$4,150.08"
,48,115.28,16,15/11/2016,SAFIL 4-0 19MM / 45CM C1048420 C,,,,,,,"$5,533.44"
,36,115.28,16,15/11/2016,SAFIL 5-0 19MM / 45CM C1048219 C,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,SAFIL QUICK 3-0 C1046235 70 CM,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,SAFIL QUICK 5-0 REF 1046619,,,,,,,"$4,150.08"
,36,115.28,16,15/11/2016,SAFIL QUICK 6-0 C1046607,,,,,,,"$4,150.08"
,100,19.6,16,15/11/2016,STERI STRIP 0.63X7.6X7.6,,,,,,,"$1,960.00"
,4,9.5,16,15/11/2016,TUBO CAUCHO ASPIRACION 15MTS,,,,,,,$38.00
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,,,,, $-   
,,,,,,,,SUBTOTAL,,,,"$74,145.12"
,,,,,,,,IVA,,,,"$11,863.22"
,,,,,,,,TOTAL,,,,"$86,008.34"
