,,,,FORMATO DE REQUISICI…N,,,
,,,,(RAZON SOCIAL),,,
,,,,,,,
FOLIO:,,,,,,FECHA:,
,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,
,,,,,,,
,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE
,5,2018,16,02/02/2016,LAMPARA DE CRISTAL DE AUMENTO,,
,5,850,16,02/02/2016,LAMPARA DE CHICOTE,,
,4,2583,16,02/02/2016,BASCULA DE ADULTO MARCA NUEVO LEON,,
,4,2922,16,02/02/2016,MESA DE EXPLORACION CON SOPORTE PARA PIES ,,
,4,2169,16,02/02/2016,VITRINA DE MEDICAMENTOS COLOR BEIGE,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
,,,16,02/02/2016,,,
