,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,27-sep-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
MED0061,150,8.33,0,2016-09-28,BROMURO DE BUTILHIOSCINA 20MG/1ML SOL INY.,,,," $1,249.50 "
MED0101,20,11,0,2016-09-28,IPRATROPIO + SALBUTAMOL 50MG/2.5MG AMP.,,,, $220.00 
MED1012,150,6.9,0,2016-09-28,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,,," $1,035.00 "
MED1087,200,1.71,0,2016-09-28,NAPROXEN 550 MG C/12 TAB,,,, $342.00 
MED1089,150,0.85,0,2016-09-28,NIMESULIDE GI TABS. DE 100 MG. NIMESULIDE,,,, $127.50 
MED1088,200,0.45,0,2016-09-28,PARACETAMOL 500MG TAB. C/10,,,, $90.00 
MED1037,100,2.7,0,2016-09-28,RANITIDINA 50MG AMP.,,,, $270.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL," $3,334.00 "
,,,,,,,,IVA, $533.44 
,,,,,,,,TOTAL," $3,867.44 "
,,,,,,,,,
