,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,27-sep-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
EQU017,1,285,16,2016-09-27,ESTETOSCOPIO PEDIATRICO,,,, $285.00 
MAT4528,1,41,16,2016-09-27,PINZA KELLY RECTA,,,, $41.00 
MAT0738,25,6.8,16,2016-09-27,PUNTAS NASALES,,,, $170.00 
MAT0895,24,15,16,2016-09-27,SUTURA NYLON 3,,,, $360.00 
MAT0896,24,16,16,2016-09-27,SUTURA NYLON 4,,,, $384.00 
MAT0914,100,6.4,16,2016-09-27,TIRAS REACTIVAS ACTIVE  ACCU CHECK ,,,, $640.00 
MAT0892,24,22.5,16,2016-09-27,CATGUT 3-0 C/12,,,, $540.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,SUBTOTAL," $2,420.00 "
,,,,,,,,IVA, $387.20 
,,,,,,,,TOTAL," $2,807.20 "
,,,,,,,,,
