,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,27-dic-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,100,22,0,2017-01-04,AMANTADINA + CLORFENAMINA + PARACETAMOL SOL. PED.60 ML,,1, $22.00 ," $2,200.00 "
,100,23.3,0,2017-01-04,AMANTADINA + CLORFENAMINA + PARACETAMOL SOLUCION PED. GOTAS 30 ML.,,1, $23.30 ," $2,330.00 "
,1000,1.35,0,2017-01-04,IBUPROFENO + PARACETAMOL 200MG/325MG TAB. C/20,,20, $27.00 ," $1,350.00 "
,100,34,0,2017-01-04,DICLOFENACO POTASICO GOTAS PED. 15MG/1ML FCO.,,1, $34.00 ," $3,400.00 "
,96,34,0,2017-01-04,DICLOFENACO SUSP. 0.18G/100MG ,,1, $34.00 ," $3,264.00 "
,50,9.5,0,2017-01-04,PARACETAMOL GTS 30ML ,,1, $9.50 , $475.00 
,100,11,0,2017-01-04,IPRATROPIO + SALBUTAMOL 50MG/2.5MG AMP. C/10,,10, $110.00 ," $1,100.00 "
,50,30.4,0,2017-01-04,BUDESONIDA SPRAY  500,,5, $152.00 ," $1,520.00 "
,100,3.39,0,2017-01-04,METOCARBAMOL + PARACETAMOL 400/350MG TAB.C/10,,10, $33.90 , $339.00 
,50,12.3,0,2017-01-04,CLORANFENICOL SOL. OFT. ,,1, $12.30 , $615.00 
,100,21,0,2017-01-04,DEXTROMETORFANO + GUAIFENESINA JBE. INFANTIL FCO.,,1, $21.00 ," $2,100.00 "
,60,10,0,2017-01-04,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000U AMP.",,1, $10.00 , $600.00 
,15,25,0,2017-01-04,SULFADIACINA DE PLATA MICRONIZADA CREMA AL 1% TUBO DE 30GR,,1, $25.00 , $375.00 
,5,584,0,2017-01-04,AVELOX IV SOL INY 400 MG ,,1, $584.00 ," $2,920.00 "
,20,189,0,2017-01-04,CELESTONE SOLUSPAN HY 1ML C1,,1, $189.00 ," $3,780.00 "
,48,7.196666667,0,2017-01-04,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,3, $21.59 , $345.44 
,30,11.6,0,2017-01-04,KETOROLACO + TRAMADOL 10MG/25MG AMP. C/3,,3, $34.80 , $348.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $27,061.44 "
,,,,,,,,," $4,329.83 "
,,,,,,,,," $31,391.27 "
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
