STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR
MED0043,30,2.833333333,0,21/12/2015,Avapena,
MED0061,100,2.5,0,21/12/2015,Butilhioscina,
MED0066,30,0.283333333,0,21/12/2015,Captopril,
MED4416,60,4.2,0,21/12/2015,Clonixinato de lisina,
MED4419,80,0.4,0,21/12/2015,Clorfenamina,
MED4463,2,687,0,21/12/2015,Cloruro de etilo,
MED4489,20,11,0,21/12/2015,Combivent,
MED1066,100,8,0,21/12/2015,Dexametaxona,
MED0116,80,7.5,0,21/12/2015,Diclofenaco,
MED1008,2,19.5,0,21/12/2015,Diclofenaco GEL,
MED0119,51,3.333333333,0,21/12/2015,Difenidol,
MED0140,100,3,0,21/12/2015,Electrolitos orales,
MED0215,150,5,0,21/12/2015,Ketorolaco,
MED0216,18,2.75,0,21/12/2015,KETOROLACO SUBLINGUAL,
MED1084,100,0.75,0,21/12/2015,Ketorolaco ,
MED1030,120,1.05,0,21/12/2015,Ibuprofeno,
MED1090,250,1.2,0,21/12/2015,Loratadina tabletas,
MED4467,120,8.25,0,21/12/2015,Metamizol Sodico,
MED0235,100,0.75,0,21/12/2015,Metamizol Sodico,
MED4437,60,2.833333333,0,21/12/2015,Metoclopramida,
MED4410,180,2.083333333,0,21/12/2015,Naproxen Sodico,
MED0255,2,35,0,21/12/2015,Neosporin UngÅento ,
MED0276,150,0.8,0,21/12/2015,Paracetamol,
MED1042,80,3.4,0,21/12/2015,Ranitidina,
MED4458,1,25,0,21/12/2015,Oto Eni,
MED0322,200,2.45,0,21/12/2015,Sedalmerck,
MED4473,3,14,0,21/12/2015,Paracetamol,
MED1079,2,14,0,21/12/2015,Ibuprofen,
MAT4493,2,45,16,21/12/2015,Jalea Lubricante,
MAT0009,6,30,16,21/12/2015,Agua p/ Irrigacion 1000 CC,
MAT0001,500,0.26,16,21/12/2015,Abatelenguas,
MAT042,3,29,16,21/12/2015,Alcohol 1000 ml,
MAT4051,136,1.176470588,16,21/12/2015,Conos oticos,
MAT0368,100,2.85,16,21/12/2015,Electrodos,
MAT1188,50,8.5,16,21/12/2015,Eq. Venoclisis con normogotero,
MAT4043,500,1.25,16,21/12/2015,Gasas esteriles 10 x 10,
MAT4025,200,1.2,16,21/12/2015,Guantes Latex Grande esteril,
MAT1190,100,2.1,16,21/12/2015,Jeringa de 10 ml,
MAT1171,300,1.5,16,21/12/2015,Jeringa de 3 ml,
MAT1172,200,1.65,16,21/12/2015,Jeringa de 5 ml,
MAT1125,100,1.5,16,21/12/2015,Jeringa 1 ml,
MAT4030,5,47,16,21/12/2015,Mascarilla con nebulizador,
MAT1174,24,25.83333333,16,21/12/2015,Prolene 3-0,
MAT4027,12,27.91666667,16,21/12/2015,Prolene 4-0,
MAT0738,7,9,16,21/12/2015,Puntas Nasales,
MAT0778,30,8.5,16,21/12/2015,Sabana PARA CAMILLA,
MAT4078,15,12,0,21/12/2015,Solucion Fisiologica de 100 ml,
MAT1176,15,14.5,0,21/12/2015,Solucion Fisiologica de 250 ml,
MAT1177,20,18,0,21/12/2015,Solucion Fisiologica de 500 ml,
MAT4028,15,14.5,0,21/12/2015,Sol. Hartmann 250 ml,
MAT1164,100,5.5,16,21/12/2015,Tiras acuchek performance,
MAT1016,24,4,16,21/12/2015,Vendas 5 cm,
MAT1012,24,6,16,21/12/2015,Vendas 10 cm,
