FORMATO DE REQUISICI‡N,,,,,,,,,
(RAZON SOCIAL),,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,4,290,16,2016-01-18,PAPEL KRAF 45 X 70,,,,"$1,160.00"
,50,198,16,2016-01-18,PAPEL PARA EMBOLTURA 45CM.,,,,"$9,900.00"
,8,928.75,16,2016-01-18,PAPEL PARAFILM 10 CM. X 76 MTS.,,,,"$7,430.00"
,6,363.7,16,2016-01-18,PASTA P/COLOSTOMIA TUBO 60G.,,,,"$2,182.20"
,18,944,16,2016-01-18,PREMILENE 4/0 45 CM. DSMP19 CAJA CON 12,,,,"$16,992.00"
,18,1163,16,2016-01-18,PREMILENE 5/0 45 CM DSMP 13 CAJA CON 12,,,,"$20,934.00"
,450,11.5,16,2016-01-18,PIEZAS DE FRASCOS VIALES DE 5ML. (ESTERILES),,,,"$5,175.00"
,1200,3.25,16,2016-01-18,POMADERA CON TAPA Y CIERRE HERMETICO,,,,"$3,900.00"
,1,11029,16,2016-01-18,PRECICONTROL UNIVERSAL G.2,,,,"$11,029.00"
,50,98,16,2016-01-18,RECOLECTOR DE PUNZOCORTANTES 2LTS. X PZA,,,,"$4,900.00"
,90,136,16,2016-01-18,SABANA DE CAJON 1.20X2.40X0.14,,,,"$12,240.00"
,70,110,16,2016-01-18,SABANA PLANA 1.2X2.0,,,,"$7,700.00"
,1,614,16,2016-01-18,S.F. PLUS FLX CARNE ARO 70 MM CAJA CON 5,,,,$614.00
,10,175,16,2016-01-18,SOLUCION ALBUMINO SALINA 100 ML.,,,,"$1,750.00"
,25,47.5,16,2016-01-18,SONDA FOLEY LATEX 14 FR. 2 VIAS C. GLOBO 5ML,,,,"$1,187.50"
,10,47.5,16,2016-01-18,SONDA FOLEY LATEX 16 FR 2 VIAS C/GLOBO 5 ML.,,,,$475.00
,10,47.5,16,2016-01-18,SONDA FOLEY LATEX 18 FR 2 VIAS C/GLOBO 5 ML.,,,,$475.00
,10,47.5,16,2016-01-18,SONDA FOLEY LATEX 20 FR 2 VIAS C/GLOBO 5ML.,,,,$475.00
,4,109.2,16,2016-01-18,SONDA FOLEY SILIC 14 FR 2 VIAS C/GLOBO 5ML.,,,,$436.80
,12,109.2,16,2016-01-18,SONDA FOLEY SILIC 18 FR 2 VIAS C/GLOBO 5ML.,,,,"$1,310.40"
,50,14,16,2016-01-18,SONDA NELATON FR 12 CAT. V-773-12,,,,$700.00
,70,17.2,16,2016-01-18,SONDA P/ASPIRAR SECRECION 14 FR CAT. V760C,,,,"$1,204.00"
,2,6917,16,2016-01-18,S 1 RINSE SOLUTION OMNI S,,,,"$13,834.00"
,4,21152,16,2016-01-18,S 3 FLUID PACK A OMNI S,,,,"$84,608.00"
,3,14182,16,2016-01-18,"STROMATOLYSER 4DL, 4DS Y 5L",,,,"$42,546.00"
,1,6080,16,2016-01-18,STA-NEOPLASTIN PLUS 12X10 ML.,,,,"$6,080.00"
,400,8.64,16,2016-01-18,TAPON P/SELLO VENOSO IN-STOPFEN PZA.,,,,"$3,456.00"
,3,296,16,2016-01-18,"TELA ADHESIVA 2.5 CM 1""",,,,$888.00
,12,10.5,16,2016-01-18,TERMOMETRO DE VIDRIO ORAL,,,,$126.00
,2,685,16,2016-01-18,TUBO LILA 4ML PLAST C/100 BD,,,,"$1,370.00"
,2,685,16,2016-01-18,TUBO VACUTAINER ORO Y AZUL 5 ML. (PLASTICO),,,,"$1,370.00"
,22,42.5,16,2016-01-18,TUBO ENDOTRAQUEAL No. 3.0 Y 4.0,,,,$935.00
,10,64.5,16,2016-01-18,VENDA ELASTICA 10CMS X 5 MTS C/12,,,,$645.00
