,,,,,,,,,
FORMATO DE REQUISICI‡N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,27-dic-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,2,150,16,2017-01-06,GEL ULTRASONIDO PARA TERAPIA,,,, $300.00 
,50,11.5,16,2017-01-06,SABANA CON ELASTICO 1.20 X 2.00 CHEPEVERA,,,, $575.00 
,60,11.5,16,2017-01-06,SABANA CON ELASTICO .90 X2.00X0.14,,,, $690.00 
,100,5,16,2017-01-06,FUNDA DESECHABLE PARA ALMOHADA 50X70CM,,,, $500.00 
,200,0.67,16,2017-01-06,GUANTES LATEX MEDIANOS NO ESTERIL,,,, $134.00 
,1,50,16,2017-01-06,BOLSA DE TORUNDAS DE ALGODON,,,, $50.00 
,1,21,16,2017-01-06,ALCOHOL ETILICO DESNAT. 70 1LT,,,, $21.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,," $2,270.00 "
,,,,,,,,, $363.20 
,,,,,,,,," $2,633.20 "
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
