,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,04-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT0090,6,50,16,2016-07-01,BOLSA DE TORUNDAS DE ALGODON,,,, $300.00 
MAT0565,100,6.2,16,2016-07-01,JELCO NO. 20,,,, $620.00 
MAT0633,24,11.25,16,2016-07-01,"MICROPORE 1""",,,, $270.00 
MAT0157,20,13,16,2016-07-01,CAMPO PLANO ESTERIL 60X60,,,, $260.00 
