FORMATO DE REQUISICI?N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,29-nov-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,3,285,16,29/11/2016,BAUMANOMETRO CON ESTETOSCOPIO MARCA HERGOM,,,,$855.00
,15,226,0,29/11/2016,CLORURO DE ETILO SPRAY ,,,,"$3,390.00"
,15,102,0,29/11/2016,POLIXIN OFTENO GOTAS OFTAMCAS ,,,,"$1,530.00"
,15,88,0,29/11/2016,LIDOCAINA 10% SPRAY,,,,"$1,320.00"
,10,39.9,0,29/11/2016,NORFENEFRINA SO. GOTAS FCO.10 MG 24 ML,,,,$399.00
,100,38,0,29/11/2016,CLOROPIRAMINA SOLUCION INYECTABLE 20 MG / 2 ML 5 AMPOLLETAS CON 2 ML,,,,"$3,800.00"
,10,34.8,0,29/11/2016,VITACILINA 28GR,,,,$348.00
,10,32.5,0,29/11/2016,SALBUTAMOL 100MCG SPRAY,,,,$325.00
,25,30.5,0,29/11/2016,LIDOCAINA S/E 2% + S/EPINEFRINA // PATENTE,,,,$762.50
,48,19,16,29/11/2016,ALCOHOL ETILICO DESNAT. 70 1LT,,,,$912.00
,40,12.7,0,29/11/2016,NAFAZOLINA 1 MG/5MG SOL OFT15 ML,,,,$508.00
,400,7,0,29/11/2016,MECLIZINA + PIRIDOXINA + LIDOCAINA 25ML/1ML AMP.C/5,,,,"$2,800.00"
,75,3.46,0,29/11/2016,ELECTROLITOS ORALES C/25,,,,$259.50
,100,3,16,29/11/2016,JERINGA 20CC SIN AGUJA,,,,$300.00
,200,2.9,0,29/11/2016,TRAMADOL TAB 50 MG,,,,$580.00
,600,0.86,0,29/11/2016,FLEXIVER 7.5 MG TABS C/14,,,,$516.00
,900,0.74,0,29/11/2016,CAFIASPIRINA ADULTO TAB C/100,,,,$666.00
,900,0.693333333,0,29/11/2016,NAPROXENO 250MG TAB.,,,,$624.00
,800,0.6862,0,29/11/2016,ASPIRINA ACIDO ACETILSALICILICO  500 MG TAB/ PATENTE,,,,$548.96
,600,0.65,16,29/11/2016,GASA SECA ESTERIL 10 X 10 ,,,,$390.00
,400,1.57,0,29/11/2016,PARACETAMOL Y HIOSCINA 500 MG / 10 MG 20 TABS ? ,,,,$628.00
