,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,BENEFIC,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MAT1196,100,6.72,16,2016-03-28,TIRAS REACTIVAS ACCU-CHEK ACTIVE,,,,
MAT4043,600,1.1,16,2016-03-28,GASAS ESTERILES 10X10,,,,
MAT1121,200,1.2,16,2016-03-28,GUANTES ESTERILES MEDIANOS,,,,
MAT4086,200,0.966,16,2016-03-28,GUANTES NO ESTERILES CHICOS,,,,
MAT1172,400,2.12,16,2016-03-28,JERINGAS DE 5ML,,,,
MAT1171,500,1.54,16,2016-03-28,JERINGAS DE 3ML,,,,
MAT1119,12,9.9,16,2016-03-28,TERMOMETRO CLINICO DE MERCURIO,,,,
MAT0588,100,0.65,16,2016-03-28,LANCETA,,,,
MAT1013,10,8.5,16,2016-03-28,VENDAS ELASTICAS15MC,,,,
MAT0895,24,20.83333333,16,2016-03-28,NYLON 3-0,,,,
MAT1198,24,20.83333333,16,2016-03-28,PIEZAS DE NYLON 4-0,,,,
MAT4485,100,0.74,16,2016-03-28,AGUJA HIPODERMICA DE 21GX11/4,,,,
MAT4056,50,8.5,16,2016-03-28,JELCO 20 INTROCAN,,,,
MAT4077,50,8.5,16,2016-03-28,JELCO 16 INTROCAN,,,,
MAT4055,50,8.5,16,2016-03-28,JELCO 18 INTROCAN,,,,
MAT0738,6,8,16,2016-03-28,PUNTAS NASALES,,,,
MAT1012,30,5.5,16,2016-03-28,VENDAS ELASTICAS10MC,,,,$165.00
MAT1016,50,3.5,16,2016-03-28,VENDAS ELASTICAS DE 5CM,,,,$175.00
MAT1103,20,6.8,16,2016-03-28,APOSITOS ESTERILES EN EMPAQUE INDIVIDUAL,,,,$136.00
MAT4498,20,6.7,16,2016-03-28,VENOFIX MARIPOSA 23G,,,,$134.00
MAT4044,5,34,16,2016-03-28,BOTE  PUNZOCORTANTES DE 1.40,,,,$170.00
MAT0744,20,3.2,16,2016-03-28,RASTRILLO DESECHABLE,,,,$64.00
EQU041,1,780,16,2016-03-28,GLUCOMETRO PERFORMANCE,,,,$780.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,$0.00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
