,,,,FORMATO DE REQUISICI…N,,,,,
,,,,GCT,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,08-abr-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
ISSSTELEON,,,,,,ARTRUO HEREDIA ,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,275,14.52,16,08/04/2016,PARCHES PARA MONITOR,,,"$3,993.00",
,400,5.05,16,08/04/2016,ELECTROCARDIOGRAFO PAPEL CP 100,,,"$2,020.00",
,1000,2.22,16,08/04/2016,ELECTRODOS PARCHE,,,"$2,220.00",
,1,800,16,08/04/2016,PAPEL  P/ REGISTRO FETAL   ECOGRAFIAS ,,,$800.00,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,"$9,033.00",
,,,,,,,,"$1,445.28",
,,,,,,,,"$10,478.28",
