,,,,FORMATO DE REQUISICI?N,,,,
,,,,,,,,
,,,,,,,,
FOLIO:,,,,,,FECHA:,,
,,,,,,18-abr-16,,
DESTINO:,,,,,,ELABORADO POR:,,
,,,,,,ARTURO HEREDIA ,,
,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE 
,200,0.66,16,20/04/2016,AGUJA DESECHABLE 23X25MM,,,$132.00
,300,0.66,16,20/04/2016,AGUJA DESECHABLE 25X16MM,,,$198.00
,100,0.66,16,20/04/2016,AGUJA DESECHABLE 22X32MM,,,
,48,21,16,20/04/2016,ALCOHOL ETILICO DESNAT. 70 1LT,,,
,100,0.91,16,20/04/2016,BOLSA ROJA,,,
,24,11.25,16,20/04/2016,"MICROPORE 1""",,,
,24,13.3,16,20/04/2016,"TRANSPORE 1""",,,
,1700,0.67,16,20/04/2016,GUANTES LATEX MEDIANOS NO ESTERIL,,,
,1000,1.29,16,20/04/2016,JERINGA 3ML (22X32),,,
,10,19.5,16,20/04/2016,RECOLECTOR P/MATERIAL PUNZOCORTANTE DE 1.4,,,
,15,45,16,20/04/2016,BOLSA DE TORUNDAS DE ALGODON,,,
,60,4.5,16,20/04/2016,VENDA ELASTICA 10CMX4.5MTS,,,
,60,2.4,16,20/04/2016,VENDA ELASTICA 5CMX4.5MTS,,,
,50,5.5,16,20/04/2016,NORMOGOTERO,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,, $-   
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,18/04/2016,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,, $-   
,,,,,,,,$330.00
,,,,,,,,$52.80
,,,,,,,,$382.80
