,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,ubold,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
JULIO,,,,,,17-jul-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
QUERETARO,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
MED1098,70,38.2,0,2016-06-17,CLOROPIRAMINA 20MG AMP.,,,," $2,674.00 "
MED4427,80,21,0,2016-06-17,BROMURO DE BUTILHIOSCINA + METAMIZOL 20MG/25GR DE 5ML COMP. AMP.,,,," $1,680.00 "
MED0097,70,21,0,2016-06-17,CLORHIDRATO DE CLORFENAMINA 10MG SOL. INY,,,," $1,470.00 "
MED1012,140,6.9,0,2016-06-17,ISONICOTINATO DE DEXAMETASONA 8MG/2ML,,,, $966.00 
MED1008,4,17.5,0,2016-06-17,FENAGEL TUBO GEL 60 GR DICLOFENACO DIETILAMONIO,,,, $70.00 
MED0116,120,5.75,0,2016-06-17,DICLOFENACO SODICO 75MG/3ML SOL.  INY.,,,, $690.00 
MED1032,165,5,0,2016-06-17,KETOROLACO 30MG AMP.,,,, $825.00 
MED0255,4,30,0,2016-06-17,NEOSPORIN DERMICO UNGöENTO DERMICO TUBO DE 30GR NEOMICINA + POLIMIXINA B + BACITRACINA,,,, $120.00 
MED0285,40,4.1,0,2016-06-17,PINADRINA AMP. DE 1 MG. ADRENALINA,,,, $164.00 
MED1037,100,2.7,0,2016-06-17,RANITIDINA 50MG AMP.,,,, $270.00 
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,,
,,,,,,,,,
