FORMATO DE REQUISICI‡N,,,,,,,,,,
SAINAR MEDICA S.C.,,,,,,,,,,
,,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,,
34,,,,,,27-oct-15,,,,
DESTINO:,,,,,,ELABORADO POR:,,,,
REFORMA,,,,,,MARIANA LOPEZ,,,,
,,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,GEN/PAT,UNIDAD EMPAQUE,PRECIO UNIDAD EMPAQUE,
,10,19,16,04/11/2015,CLORO,,LIMPIEZA,,,
,10,28,16,04/11/2015,FABULOSO,,LIMPIEZA,,,
,5,22,16,04/11/2015,BOLSA NEGRA 90 X 120,,LIMPIEZA,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
