,,,,FORMATO DE REQUISICI‡N,,,,,
,,,,(RAZON SOCIAL),,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,20,119,16,2016-02-16,ABATELENGUAS C/500 PZAS.,,,,"$2,380.00"
,5,87.5,16,2016-02-16,AGUJA DESECHABLE 22X32 MM. C/100 PZAS.,,,,$437.50
,72,31.5,16,2016-02-16,ALCOHOL ROJO 96 GR. LITRO CANITAS,,,,"$2,268.00"
,4,275,16,2016-02-16,ALKAZYME PAQ. C/12 SOBRES 20GR.,,,,"$1,100.00"
,2,2925,16,2016-02-16,ALKACIDE ESTERELIZANTE 1 LITRO,,,,"$5,850.00"
,1,1750,16,2016-02-16,APLICADORES CITRATO DE PLATA C/100,,,,"$1,750.00"
,2,5279,16,2016-02-16,ACTIVATOR FOR COBRAS INTEGRA,,,,"$10,558.00"
,4,7385,16,2016-02-16,AVL HB CALIBRATOR 5XIML,,,,"$29,540.00"
,2,613.8,16,2016-02-16,BARRERA STOMAHESIVE FLEX 45MM C/5,,,,"$1,227.60"
,2,613.8,16,2016-02-16,BARRERA STOMAHESIVE FLEX 70MM C/5,,,,"$1,227.60"
,4,535,16,2016-02-16,BARRERA TANDEM 70 MM C/5,,,,"$2,140.00"
,6,535,16,2016-02-16,BARRERA CUTANEA PLANA ARO 70 MM CAJA CON 5,,,,"$3,210.00"
,6,480,16,2016-02-16,BARRERA NEW IMAGEN 57MM. C/5,,,,"$2,880.00"
,60,81,16,2016-02-16,BATA MEDICO-PACIENTE SMS AZUL C/10,,,,"$4,860.00"
,10,32,16,2016-02-16,BATA PARA CIRUJANO,,,,$320.00
,7,83,16,2016-02-16,BRAZALETE IDENTIFICACION,,,,$581.00
,10,728.84,16,2016-02-16,BOLSA DRENABLE 70 MM C/10,,,,"$7,288.40"
,10,728.84,16,2016-02-16,BOLSA DRENABLE S/F 70 MM C/10,,,,"$7,288.40"
,10,97,16,2016-02-16,BOLSA MEDIVAC 1LTO. PZA.,,,,$970.00
,20,16.25,16,2016-02-16,BOLSA RECOLECTORA DE ORINA 2 LTS. ADULTO,,,,$325.00
,100,2.18,0.16,2016-02-02,BOLSA RECOLECTORA DE ORINA NINA,,,,$218.00
,100,2.18,0.16,2016-02-02,BOLSA RECOLECTORA DE ORINA NINO,,,,$218.00
,25,24.38,0.16,2016-02-02,BOLSA RECOLECTORA DE ORINA ADULTO PARA PIERNA,,,,$609.50
,1,6315,0.16,2016-02-02,BOTON GRASTOMIA MIC-KEY 24FR POR 17MM,,,,"$6,315.00"
,3,2237,0.16,2016-02-02,"COBAS INTEGRA UA2, TRIG 250",,,,"$6,711.00"
,1,6328,0.16,2016-02-02,CELLPACK 20L (PK30L),,,,"$6,328.00"
,2,5698,0.16,2016-02-02,"CALSET PROGESTERONA,FT3,FT4",,,,"$11,396.00"
,3,7451,0.16,2016-02-02,"COMBITROL PLUS LEVEL 1,2,3",,,,"$22,353.00"
,1,870,0.16,2016-02-02,CAJA DE TUBO LATEX P/ASPIRACION,,,,$870.00
,100,2,0.16,2016-02-02,CAJA PETRI DESECHABLE S/DIVISION,,,,$200.00
,50,11.25,0.16,2016-02-02,CAMPO SENCILLO 60X60 CM. ESTERIL,,,,$562.50
,100,15,0.16,2016-02-02,CAMPO ESTERIL HENDIDO 50X70 C/ADHESIVO,,,,"$1,500.00"
,6,1091,0.16,2016-02-02,CATGUT CHROM 3/0 75CM. CAJA C/24 PZAS,,,,"$6,546.00"
,30,90,0.16,2016-02-02,COMPRESA 70X45 C/6,,,,"$2,700.00"
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
,,,0.16,2016-02-02,,,,,$0.00
