,,,,FORMATO DE REQUISICI…N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,05-abr-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
ISSSTELEON,,,,,,ARTRUO HEREDIA ,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,3,6568.81,16,22/03/2016,AGENTE ESTERILIZANTE H202 20ML,,,"$19,706.43",
,1,3206.39,16,22/03/2016,EMULSION P/LIMPIEZA DE CAMARAS DE ESTER. DIPNOX C270DIPNOX LTS,,,"$3,206.39",
,,,,,,,,"$22,912.82",
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,"$22,912.82",
,,,,,,,,"$3,666.05",
,,,,,,,,"$26,578.87",
