,,,,FORMATO DE REQUISICI…N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,1500,0.2,16,17/05/2015,ABATELENGUAS,,,,$300.00
,25,38,0,17/05/2015,ACETATO DE METILPREDNISOLONA 40MG/2ML ,,,,$950.00
,48,18,0,17/05/2015,AGUA DE IRRIGACION 1LT,,,,$864.00
,2,49,16,17/05/2015,BOLSA ROLLO NO. 2,,,,$98.00
,10,25,0,17/05/2015,CLORANFENICOL UNGUENTO TUBO 5 MG,,,,$250.00
,4,18.6,16,17/05/2015,DERMA QRIK FCO. 500ML,,,,$74.40
,20,11.65,0,17/05/2015,GLUCOSADO 5% 250ML,,,,$233.00
,25,14.8,0,17/05/2015,CLORURO DE SODIO 0.9% 500ML,,,,$370.00
,20,30,0,17/05/2015,PISACAINA S/EPINEFRINA F.A. 50 ML LIDOCAINA S/E 2%,,,,$600.00
,10,11.65,0,17/05/2015,HARTMAN 250ML,,,,$116.50
,10,14.8,0,17/05/2015,HARTMAN 500ML,,,,$148.00
,10,31,16,17/05/2015,MASCARILLA O2 ADULTO K-22 S/RESERVORIO,,,,$310.00
,100,3.83,0,17/05/2015,METAMIZOL 2.5GR/5ML AMP.,,,,$383.33
,30,22.5,16,17/05/2015,PILAS AA,,,,$675.00
,20,22.5,16,17/05/2015,PILA AAA,,,,$450.00
,400,6.72,16,17/05/2015,TIRAS REACTIVAS ACTIVE  ACCU CHECK ,,,,"$2,688.00"
,6,226,0,17/05/2015,CLORURO DE ETILO SPRAY ,,,,"$1,356.00"
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,17/05/2015,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,,"$9,866.23"
