FORMATO DE REQUISICI…N,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,FECHA:,,
,,,,,,,,
,,,,,,ELABORADO POR:,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE,PRECIO UNIDAD EMPAQUE
,5,61.95,16,08/09/2015,AIRE COMPRIMIDO,,,
,3,57.22,16,08/09/2015,"ARCHIVERO EXPANDIBLE, CARTA, 12 DIVISIONES",,,
,15,20.22,16,08/09/2015,CAJA DE GRAPAS STANDARD,,,
,25,641,16,08/09/2015,CAJA DE HOJA PRECORTADA,,,
,1,14.12,16,08/09/2015,CARPETA DE PRESSBORD DE 1/2 CEJA C/PLANCA,,,
,6,26.68,16,08/09/2015,"CARPETAS KINERA CLASIC 1""",,,
,6,38.48,16,08/09/2015,"CARPETAS KINERA CLASIC 2""",,,
,21,897.39,16,08/09/2015,CARTUCHO HP 05A,,,
,35,1135,16,08/09/2015,CARTUCHO HP 80A,,,
,10,3.96,16,08/09/2015,CINTA SCOTCH,,,
,10,10.2,16,08/09/2015,CLIP BACO NO. 1,,,
,8,20.59,16,08/09/2015,CONOS P/AGUA,,,
,20,8.03,16,08/09/2015,CORRECTOR,,,
,1,6.61,16,08/09/2015,CORTADOR DE PUNTA,,,
,4,101.2,16,08/09/2015,CUBIERTA PARA ENCUADERNAR (NEGRO),,,
,2,27.74,16,08/09/2015,DIARIO DE 4 MANOS,,,
,2,78.75,16,08/09/2015,ENGRAPADORA STANLEY B440,,,
,10,78.28,16,08/09/2015,FOLDER TAMANO CARTA,,,
,20,39.84,16,08/09/2015,HOJAS DE MAQUINA T/CARTA,,,
,3,16.98,16,08/09/2015,KOLA LOKA,,,
,50,2.46,16,08/09/2015,LAPICES NO. 2,,,
,12,6.19,16,08/09/2015,MARCADOR NEGRO PERMANENTE PUNTO FINO,,,
,48,4.39,16,08/09/2015,MARCATEXTO AMARILLO,,,
,12,4.39,16,08/09/2015,MARCATEXTO AZUL,,,
,12,4.39,16,08/09/2015,MARCATEXTO ROSA,,,
,12,4.39,16,08/09/2015,MARCATEXTO VERDE,,,
,5,69,16,08/09/2015,MEMORIA USB 8GB,,,
,7,26.98,16,08/09/2015,PAPEL FLORECENTE,,,
,5,127.5,16,08/09/2015,PILA PANASONIC CR-P2 6V 2CP4036,,,
,15,54.89,16,08/09/2015,PILAS 9 VOLTS,,,
,5,38.49,16,08/09/2015,PILAS AA,,,
,96,1.98,16,08/09/2015,PLUMA AZULES,,,
,96,1.98,16,08/09/2015,PLUMA NEGRAS,,,
,10,4.99,16,08/09/2015,POST-IT AMARILLO,,,
,3,71.9,16,08/09/2015,PROTECTOR DE HOJAS DE CARTA,,,
,2,14.96,16,08/09/2015,REPUESTO CUTTER,,,
,10,11.1,16,08/09/2015,RESISTOL (BARRA),,,
,1,43.23,16,08/09/2015,ROLLO CONTAC MAE 10MTS,,,
,100,11.19,16,08/09/2015,ROLLO DE PAPEL P/TICKET,,,
,5,3.48,16,08/09/2015,SACAPUNTAS BARRILITOS,,,
,100,2.79,16,08/09/2015,SOBRE BOLSA T/EXTRA CARTA,,,
,1,213.89,16,08/09/2015,CARTUCHO EPSON T082120AL NEGRO,,,
,1,213.89,16,08/09/2015,CARTUCHO EPSON T082120AL CYAN,,,
,1,213.89,16,08/09/2015,CARTUCHO EPSON T082120AL MAGENTA,,,
,1,213.89,16,08/09/2015,CARTUCHO EPSON T082120AL AMARILLO,,,
,1,213.89,16,08/09/2015,CARTUCHO EPSON T082120AL CYAN LIGHT,,,
,1,213.89,16,08/09/2015,CARTUCHO EPSON T082120AL MAGENTA LIGHT,,,
,400,2.898,16,08/09/2015,CD-R 700MB  52X80 MIN,,,
