,,,,FORMATO DE REQUISICI…N,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
SME,,,,,,03-jun-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
ISSSTELEON,,,,,,ARTURO HEREDIA,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,
,1000,1.16,16,03/06/2016,POMADERA FCO. PLASTICO 40ML,,,,"$1,160.00"
,20,140,16,03/06/2016,ROLLO DE ETIQUETA 2.5X5CM TERMICA PARA LABORATORIO,,,,"$2,800.00"
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,, $-   
,,,,,,,,,"$3,960.00"
,,,,,,,,,$633.60
,,,,,,,,,"$4,593.60"
