FORMATO DE REQUISICI?N,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FOLIO:,,,,,,FECHA:,,,
,,,,,,31-oct-16,,,
DESTINO:,,,,,,ELABORADO POR:,,,
,,,,,,SARA HERNANDEZ,,,
,,,,,,,,,
STOCK ID,CANTIDAD,PRECIO,IMPUESTO,FECHA,DESCRIPCION AGRUPADOR,ID AGRUPADOR,UNIDAD EMPAQUE, PRECIO UNIDAD EMPAQUE ,TOTAL
,100, $-   ,,,METOTREXATO 2.5MG C/50 TAB.,2504,, $-   ,
,20, $-   ,,,METRONIDAZOL .75% TUBO GEL C/30GR,567,, $-   ,
,50, $-   ,,,METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES,1263,, $-   ,
,5, $-   ,,,METRONIDAZOL 2.5GR SUSP. C/120ML,2628,, $-   ,
,20, $-   ,,,METRONIDAZOL 500MG C/30 COMP.,2865,, $-   ,
,15, $-   ,,,METRONIDAZOL 5GR SUSP. C/120ML,1453,, $-   ,
,40, $-   ,,,MICOFENOLATO DE MOFELITO 500MG C/50 TAB.,1648,, $-   ,
,5, $-   ,,,MICOFENOLATO SODICO 360MG C/120 TAB.,2822,, $-   ,
,5, $-   ,,,MICONAZOL 2% TUBO GEL ORAL C/78GR,259,, $-   ,
,50, $-   ,,,MINOCICLINA 100MG MICROGRANULOS C/10 CAP. ,552,, $-   ,
,10, $-   ,,,MIRTAZAPINA 30MG C/12 TAB. DISP.,740,, $-   ,
,10, $-   ,,,MODAFINILO 200MG C/14 TAB.,2614,, $-   ,
,380, $-   ,,,MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.,735,, $-   ,
,5, $-   ,,,MOMETASONA 1% SOL. FCO. C/30ML,1660,, $-   ,
,30, $-   ,,,MOMETASONA 1% UNGUENTO TOPICO TUBO C/30GR,319,, $-   ,
,170, $-   ,,,MONTELUKAST 4MG C/10 SOBRES,1641,, $-   ,
,50, $-   ,,,MOSAPRIDA 5MG C/30 COMP.,1656,, $-   ,
,40, $-   ,,,MOXIFLOXACINO + DEXAMETASONA SOL. OFT. GOTAS FCO C/5ML,2923,, $-   ,
,10, $-   ,,,MOXIFLOXACINO 0.5% SOL. OFT. FCO C/5ML,880,, $-   ,
,20, $-   ,,,MOXIFLOXACINO 400MG C/7 TAB.,86,, $-   ,
,10, $-   ,,,NAFAZOLINA 5% SOL. OFT. GOTERO FCO. C/15ML ,2597,, $-   ,
,10, $-   ,,,NAN H A 1 FORMULA LACTEA HIPOALERGENICA BIFIDUS LATA PVO. C/400GR,608,, $-   ,
,5, $-   ,,,NAN SIN LACTOSA FORMULA LACTEA EXCENTA DE LACTOSA LATA PVP. C/400GR,2624,, $-   ,
,5, $-   ,,,NAPROXENO + PARACETAMOL 100MG/200MG C/5 SUP.,1153,, $-   ,
,80, $-   ,,,NAPROXENO 250MG C /30 TAB.,643,, $-   ,
,55, $-   ,,,NAPROXENO SODICO + PARACETAMOL 125MG/100MG SUSP. FCO.  C/80ML,1912,, $-   ,
,100, $-   ,,,NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.,2647,, $-   ,
,70, $-   ,,,NEOMICINA + POLIMIXINA B + BACITRACINA UNGUENTO DERMICO TUBO C/30GR,2592,, $-   ,
,90, $-   ,,,NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,527,, $-   ,
,60, $-   ,,,NEOMICINA + POLIMIXINA B + DEXAMETASONA UNGUENTO OFTALMICO TUBO C/3.5GR,526,, $-   ,
,15, $-   ,,,NEPAFENACO 1.0MG SOL. OFT. GOTAS C/5ML,2072,, $-   ,
,25, $-   ,,,NICERGOLINA 30MG C/20 GRAGEAS,767,, $-   ,
,25, $-   ,,,NIFEDIPINO 20MG LIB. PROL. C/28 COMP.,8,, $-   ,
,150, $-   ,,,NIFEDIPINO 30MG LIB. PROL. C/30 TAB.,2682,, $-   ,
,4, $-   ,,,NILOTIMIB 200MG C/28 CAP.,2936,, $-   ,
,200, $-   ,,,NIMESULIDE 100MG C/10 TAB.,628,, $-   ,
,40, $-   ,,,NIMODIPINO 30MG C/30 TAB.,470,, $-   ,
,10, $-   ,,,"NISTATINA 2,400,000UI SUSP. FCO. C/24ML",2846,, $-   ,
,10, $-   ,,,NITAZOXANIDA 500MG C/6 COMP.,2972,, $-   ,
,10, $-   ,,,NITROFURAL POMADA TUBO C/85GR,368,, $-   ,
,5, $-   ,,,NITROFURAL TARRO C/453.6GR,367,, $-   ,
,70, $-   ,,,NITROFURANTOINA 100MG C/40 CAP.,546,, $-   ,
,50, $-   ,,,NITROFURANTOINA 50MG C/40 CAP.,523,, $-   ,
,150, $-   ,,,NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO,1922,, $-   ,
,15, $-   ,,,NORFENILEFRINA SOL. GOTAS FCO. C/24ML,2,, $-   ,
,15, $-   ,,,NORFLOXACINO 400MG C/20 GRAGEAS,633,, $-   ,
,320, $-   ,,,NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR,2557,, $-   ,
,5, $-   ,,,OCTREOTIDA LAR 20MG I.M. AMP.,2751,, $-   ,
,10, $-   ,,,OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.,1180,, $-   ,
,70, $-   ,,,OLANZAPINA 10MG C/14 TAB.,1548,, $-   ,
,15, $-   ,,,OLANZAPINA 10MG C/14 TAB. DISPERSABLES,916,, $-   ,
,10, $-   ,,,OLOPATADINA 0.2% SOL. OFT. C/2.5ML,666,, $-   ,
,1500, $-   ,,,OMEPRAZOL 20MG C/14 CAP.,657,, $-   ,
,10, $-   ,,,ORCIPRENALINA 20MG C/30 TAB.,2007,, $-   ,
,10, $-   ,,,ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.,620,, $-   ,
,50, $-   ,,,OXCARBAZEPINA 300MG C/20 GRAGEAS,833,, $-   ,
,30, $-   ,,,OXCARBAZEPINA 600MG C/20 GRAGEAS,1724,, $-   ,
,15, $-   ,,,OXCARBAZEPINA 60MG/1ML SUSP. C/100ML,1033,, $-   ,
,20, $-   ,,,OXIBUTININA 100MG/100ML FCO C/120ML,614,, $-   ,
,60, $-   ,,,OXIBUTININA 5MG C/30 TAB.,615,, $-   ,
,50, $-   ,,,OXIDO DE ZINC TUBO CREMA C/30GR,665,, $-   ,
,50, $-   ,,,OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML,659,, $-   ,
,20, $-   ,,,OXIMETAZOLINA + HIALURONATO DE SODIO OFTENO 1MG/0.125GR/0.5ML C/20 AMP.,1248,, $-   ,
,75, $-   ,,,OXIMETAZOLINA 25MG SOL. NASAL FCO. NEB. C/20ML,231,, $-   ,
,100, $-   ,,,OXIMETAZOLINA 50MG SOL. NASAL FCO. NEB. C/20ML,230,, $-   ,
,40, $-   ,,,"PANCREATINA + LIPASA + AMILASA + PROTEASA 10,000UI C/50 CAP.",193,, $-   ,
,35, $-   ,,,PANCREATINA+ESTRACTO SECO BILIS BUEY+DIMETILPOLISILOXANO 130/50/40/MG C/30 GRAGEAS,3014,, $-   ,
,1100, $-   ,,,PANTOPRAZOL 40MG C/14 GRAGEAS,1479,, $-   ,
,25, $-   ,,,PARACETAMOL + CODEINA 500MG/30MG C/30 CAP. (II),596,, $-   ,
,1100, $-   ,,,PARACETAMOL 1GR C/20 TAB.,810,, $-   ,
,850, $-   ,,,PARACETAMOL 500MG C/10 TAB.,712,, $-   ,
,200, $-   ,,,PARACETAMOL JARABE FCO. C/120ML,2691,, $-   ,
,150, $-   ,,,PARACETAMOL ORAL GOTAS C/15ML,2648,, $-   ,
,10, $-   ,,,"PENICILINA CLEMIZOL + BENCILPENICILINA SODICA 1,000,000UI + 1 AMP. DE DILUYENTE",26,, $-   ,
,300, $-   ,,,"PENICILINA PROCAINICA + BENCILPENICILINA 800,000UI + 1 AMP. DILUYENTE C/2ML",687,, $-   ,
,30, $-   ,,,PENTOXIFILINA 400MG C/30 GRAGEAS,669,, $-   ,
,10, $-   ,,,PERFENAZINA 4MG C/30 TAB.,587,, $-   ,
,20, $-   ,,,PERMETRINA  5% SHAMPOO C/60ML,641,, $-   ,
,40, $-   ,,,PERMETRINA EMULSION C/120 APLICACIONES,2481,, $-   ,
,15, $-   ,,,PEROXIDO DE BENZOILO 10% TUBO GEL C/60GR,115,, $-   ,
,40, $-   ,,,PEROXIDO DE BENZOILO 5% TUBO GEL C/60GR,116,, $-   ,
,50, $-   ,,,PIMECROLIMUS 1% CREMA C/30GR,348,, $-   ,
,15, $-   ,,,PIPERIDOLATO 100MG C/30 GRAGEAS,258,, $-   ,
,10, $-   ,,,PIRACETAM 800MG C/30 TAB.,971,, $-   ,
,20, $-   ,,,PIROXICAM 10MG C/20 CAP.,1079,, $-   ,
,50, $-   ,,,PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR,11,, $-   ,
,10, $-   ,,,POLICRESULENO 0.09 GR C/6 OVULOS,12,, $-   ,
,30, $-   ,,,POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES,623,, $-   ,
,300, $-   ,,,POLIETILENGLICOL FCO. POLVO C/255GR,256,, $-   ,
,140, $-   ,,,POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML,996,, $-   ,
,150, $-   ,,,POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML,21,, $-   ,
,20, $-   ,,,PRAMIPEXOL 0.5MG C/30 TAB.,2411,, $-   ,
,120, $-   ,,,PRASUGREL 10MG C/14 TAB.,2900,, $-   ,
,20, $-   ,,,PREDNISOLONA 100MG SOL. FCO. C/100ML,388,, $-   ,
,10, $-   ,,,PREDNISOLONA 10MG SUSP. OFT. C/5ML,784,, $-   ,
,20, $-   ,,,PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML,1099,, $-   ,
,30, $-   ,,,PREDNISONA 20MG C/30 TAB.,642,, $-   ,
,20, $-   ,,,PREDNISONA 50MG C/20 TAB.,689,, $-   ,
,180, $-   ,,,PREDNISONA 5MG C/20 TAB.,1490,, $-   ,
,70, $-   ,,,PROGESTERONA 100MG C/30 PERLAS,1492,, $-   ,
,150, $-   ,,,PROPAFENONA 150MG C/30 TAB.,626,, $-   ,
,50, $-   ,,,PROPRANOLOL 10MG C/50 TAB.,3029,, $-   ,
,30, $-   ,,,PROPRANOLOL 20MG C/24 TAB.,2976,, $-   ,
,50, $-   ,,,PROPRANOLOL 40MG C/30 TAB.,783,, $-   ,
,50, $-   ,,,PRUCALOPRIDA 2MG C/14 COMP.,2930,, $-   ,
,350, $-   ,,,PSYLLIUM PLANTAGO C/400GR,674,, $-   ,
,120, $-   ,,,RALOXIFENO 60MG C/28 TAB.,324,, $-   ,
,150, $-   ,,,RAMIPRIL 2.5MG C/16 TAB.,1928,, $-   ,
,100, $-   ,,,RANITIDINA 150MG C/20 TAB.,2630,, $-   ,
,30, $-   ,,,RANITIDINA 150MG JARABE FCO. C/200ML,1494,, $-   ,
,100, $-   ,,,RANITIDINA 300MG C/10 COMP.,2663,, $-   ,
,10, $-   ,,,RANITIDINA 40MG FCO C/30ML,1930,, $-   ,
,20, $-   ,,,REPAGLINIDA 2MG C/30 COMP.,1042,, $-   ,
,50, $-   ,,,RESINA DE COLESTIRAMINA 9GR C/10 SOBRES,722,, $-   ,
,5, $-   ,,,RIFAMPICINA + ISONIASIDA 200MG/150MG C/24 CAP.,732,, $-   ,
,1, $-   ,,,RIFAMPICINA + ISONIAZIDA + PIRAZINAMIDA 150MG/75MG/400MG C/24 GRAGEAS,731,, $-   ,
,70, $-   ,,,RIFAXIMINA 200MG C/12 GRAGEAS,1716,, $-   ,
,20, $-   ,,,RIMANTADINA 100MG C/14 CAP.,2393,, $-   ,
,80, $-   ,,,RISPERIDONA 1MG C/20 TAB.,1024,, $-   ,
,20, $-   ,,,RISPERIDONA 1MG/ML SOL. FCO. C/60ML,2139,, $-   ,
,65, $-   ,,,RISPERIDONA 2MG C/20 TAB.,2698,, $-   ,
,30, $-   ,,,RIVAROXABAN 20MG C/28 COMP.,2937,, $-   ,
,10, $-   ,,,ROTIGOTINA 6MG C/14 PARCHES,2978,, $-   ,
,130, $-   ,,,SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS,2696,, $-   ,
,30, $-   ,,,SALBUTAMOL 40MG/100ML JARABE FCO. C/60ML,759,, $-   ,
,30, $-   ,,,SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS,2738,, $-   ,
,220, $-   ,,,SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.,2926,, $-   ,
,250, $-   ,,,SECNIDAZOL 500MG C/8 COMP.,553,, $-   ,
,20, $-   ,,,SERENOA REPENS 160MG C/40 CAP.,860,, $-   ,
,30, $-   ,,,SILIMARINA 70MG C/20 COMP.,2151,, $-   ,
,30, $-   ,,,SOL. ESTERILIZANTE + ANTISEPTICA DE SUPEROXIDACION FCO. C/240ML,1310,, $-   ,
,25, $-   ,,,SOMATROPINA 15MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,3001,, $-   ,
,10, $-   ,,,SOMATROPINA 5MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,2999,, $-   ,
,30, $-   ,,,SUCRALFATO 1GR C/40 TAB.,2653,, $-   ,
,10, $-   ,,,SULFADIACINA DE PLATA MICRONIZADA 1% CREMA TUBO C/30GR,67,, $-   ,
,70, $-   ,,,SULFASALAZINA 500MG C/60 GRAGEAS,47,, $-   ,
,30, $-   ,,,SULFATO DE AMANTADINA 100MG C/30 TAB.,703,, $-   ,
,500, $-   ,,,"SULFATO DE GLUCOSAMINA + SULFATO DE CONDROITIN 1,500MGS/1,200MGS C/15 SOBRES",2576,, $-   ,
,30, $-   ,,,SUPLEMENTO DE AMINOACIDOS Y CALORIAS POLVO SOBRE C/110GR,1733,, $-   ,
,250, $-   ,,,TAMSULOSINA 0.4MG C/20 CAP.,2603,, $-   ,
,30, $-   ,,,TEGASEROD 6MG C/30 COMP.,912,, $-   ,
,15, $-   ,,,TEOFILINA 100MG C/20 CAP.,2831,, $-   ,
,40, $-   ,,,TERAZOSINA 2MG ENV. C/20 TAB.,837,, $-   ,
,50, $-   ,,,TERAZOSINA 5MG C/30 TAB.,9,, $-   ,
,10, $-   ,,,TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA,266,, $-   ,
,25, $-   ,,,TESTOSTERONA 250MG/1ML C/1 AMP.,2882,, $-   ,
,5, $-   ,,,TETRACICLINA 250MG C/16 CAP.,2832,, $-   ,
,70, $-   ,,,TIAMAZOL 5MG C/20 TAB.,1098,, $-   ,
,450, $-   ,,,TIAMINA + PIRIDOXINA + CIANOCOBALAMINA 100MG/5MG/50MCG C/30 TAB.,2797,, $-   ,
,100, $-   ,,,TIAMINA+PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NO1 - 3 Y NO - 3 C/JGA AMP.,2809,, $-   ,
,60, $-   ,,,TIBOLONA 2.5MG C/30 TAB.,2658,, $-   ,
,10, $-   ,,,TICAGRELOR 90MG C/30 TAB.,3016,, $-   ,
,3, $-   ,,,TIMOLOL + LATANOPROST GOTAS OFT. C/2.5ML,1374,, $-   ,
